Category,Metric,varianta_main_2_1_0 Mean,variantb_kotlin_2_1_20 Mean,varianta_main_2_1_0 P50,variantb_kotlin_2_1_20 P50,varianta_main_2_1_0 P90,variantb_kotlin_2_1_20 P90,Unit
:core:testing:compileProdDebugKotlin,Load current classpath snapshot,4.68,5.6,4,3,9,8,ms
:core:testing:compileProdDebugKotlin,Compiler IR lowering,143.96,150.42,136,131,205,246,ms
:core:testing:compileProdDebugKotlin,Calculate output size,1.92,1.84,1,1,5,4,ms
:core:testing:compileProdDebugKotlin,Update caches,4.28,4.72,4,4,7,9,ms
:core:testing:compileProdDebugKotlin,Total Gradle task time,1431.68,1521.7,1394,1469,1780,1861,ms
:core:testing:compileProdDebugKotlin,Run compilation in Gradle worker,1298.62,1389.48,1253,1349,1602,1684,ms
:core:testing:compileProdDebugKotlin,Connect to Kotlin daemon,15.3,14.28,8,10,17,18,ms
:core:testing:compileProdDebugKotlin,Task action before worker execution,26.96,25.86,26,26,39,36,ms
:core:testing:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,34.16,29.72,26,26,53,43,ms
:core:testing:compileProdDebugKotlin,Incremental compilation in daemon,1259.02,1353.3,1219,1314,1579,1643,ms
:core:testing:compileProdDebugKotlin,Compiler code analysis,730.1,803.46,696,784,877,1063,ms
:core:testing:compileProdDebugKotlin,Sources compilation round,1153.98,1244.88,1103,1202,1457,1501,ms
:core:testing:compileProdDebugKotlin,Start gradle worker,2.83,2.46,1,2,6,5,ms
:core:testing:compileProdDebugKotlin,Compiler initialization time,35.76,34.48,33,35,51,48,ms
:core:testing:compileProdDebugKotlin,Compiler code generation,297.78,307.22,282,282,428,436,ms
:core:testing:compileProdDebugKotlin,Compiler IR generation,153.24,156.42,133,151,246,215,ms
:core:testing:compileProdDebugKotlin,Compiler IR translation,82.74,187.52,77,170,122,260,ms
:core:testing:compileProdDebugKotlin,Number of lines for code generation,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Compiler IR lowering line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,64,64,65,65,65,65,
:core:testing:compileProdDebugKotlin,Number of lines analyzed,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Size of shrunk classpath snapshot,79.3,79.3,79,79,79,79,KB
:core:testing:compileProdDebugKotlin,Compiler IR translation line number,976,1952,976,1952,976,1952,
:core:testing:compileProdDebugKotlin,Code generation lines per second,3466,3445,3467,3467,4548,4548,
:core:testing:compileProdDebugKotlin,Compiler IR generation line number,976,976,976,976,976,976,
:core:testing:compileProdDebugKotlin,Analysis lines per second,1394,1267,1403,1246,1653,1625,
:core:testing:compileProdDebugKotlin,Number of classpath entries,65,65,65,65,65,65,
:core:testing:compileProdDebugKotlin,Total size of the cache directory,573.2,573.0,573,573,573,573,KB
:core:testing:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:testing:compileProdDebugKotlin,Size of classpath snapshot,3.5,3.5,4,4,4,4,MB
:core:testing:compileProdDebugKotlin,Clear jar cache,1.93,2.11,2,2,4,5,ms
:core:testing:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:testing:compileProdDebugKotlin,Save shrunk current classpath snapshot,4.45,3.5,3,3,19,10,ms
:core:testing:compileProdDebugKotlin,Clear output,3.0,1.5,3,2,3,2,ms
:core:testing:compileProdDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:testing:compileProdDebugKotlin,Store build info,4.0,2.0,4,2,4,2,ms
:core:ui:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,91.2,89.64,90,87,147,127,ms
:core:ui:compileDemoDebugKotlin,Save shrunk current classpath snapshot,1.66,1.94,1,1,4,4,ms
:core:ui:compileDemoDebugKotlin,Spent time before task action,73.4,66.46,69,64,97,93,ms
:core:ui:compileDemoDebugKotlin,Run compilation,4828.46,4855.2,4833,4902,5378,5457,ms
:core:ui:compileDemoDebugKotlin,Load current classpath snapshot,23.84,23.9,22,23,32,38,ms
:core:ui:compileDemoDebugKotlin,Compiler IR lowering,675.44,667.1,687,662,799,819,ms
:core:ui:compileDemoDebugKotlin,Calculate output size,2.44,1.56,2,1,4,4,ms
:core:ui:compileDemoDebugKotlin,Update caches,13.22,14.04,13,13,19,22,ms
:core:ui:compileDemoDebugKotlin,Total Gradle task time,5340.98,5469.46,5229,5383,6289,6341,ms
:core:ui:compileDemoDebugKotlin,Run compilation in Gradle worker,4847.46,4876.62,4855,4917,5397,5473,ms
:core:ui:compileDemoDebugKotlin,Connect to Kotlin daemon,14.76,17.06,13,14,21,26,ms
:core:ui:compileDemoDebugKotlin,Task action before worker execution,26.12,23.22,23,20,34,38,ms
:core:ui:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,94.04,92.62,94,90,152,132,ms
:core:ui:compileDemoDebugKotlin,Incremental compilation in daemon,4788.0,4823.02,4789,4869,5339,5420,ms
:core:ui:compileDemoDebugKotlin,Compiler code analysis,1725.94,1749.24,1701,1785,2004,2020,ms
:core:ui:compileDemoDebugKotlin,Sources compilation round,4563.94,4603.42,4574,4639,5049,5174,ms
:core:ui:compileDemoDebugKotlin,Start gradle worker,229.8,347.86,7,7,946,1005,ms
:core:ui:compileDemoDebugKotlin,Compiler initialization time,111.86,98.16,99,99,175,129,ms
:core:ui:compileDemoDebugKotlin,Compiler code generation,1556.4,1527.52,1549,1526,1830,1790,ms
:core:ui:compileDemoDebugKotlin,Compiler IR generation,880.4,859.82,849,860,1094,1026,ms
:core:ui:compileDemoDebugKotlin,Compiler IR translation,1156.6,2435.06,1173,2417,1327,2752,ms
:core:ui:compileDemoDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,53,53,53,53,53,53,
:core:ui:compileDemoDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileDemoDebugKotlin,Compiler IR translation line number,1246,2492,1246,2492,1246,2492,
:core:ui:compileDemoDebugKotlin,Code generation lines per second,813,830,804,816,939,995,
:core:ui:compileDemoDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:ui:compileDemoDebugKotlin,Analysis lines per second,733,725,732,698,859,893,
:core:ui:compileDemoDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileDemoDebugKotlin,Total size of the cache directory,603.9,604.6,604,605,604,605,KB
:core:ui:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileDemoDebugKotlin,Size of classpath snapshot,7.8,7.9,8,8,8,8,MB
:core:ui:compileDemoDebugKotlin,Clear jar cache,2.4,3.44,2,2,5,8,ms
:core:ui:compileDemoDebugKotlin,Clear output,4.0,2.0,4,1,4,4,ms
:core:ui:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:core:ui:compileDemoDebugKotlin,Store build info,2.0,3.5,2,3,2,6,ms
:core:ui:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,83.66,79.04,67,71,156,135,ms
:core:ui:compileProdDebugKotlin,Spent time before task action,30.58,44.7,26,25,42,47,ms
:core:ui:compileProdDebugKotlin,Run compilation,3200.64,3318.58,3183,3278,3735,4150,ms
:core:ui:compileProdDebugKotlin,Load current classpath snapshot,16.26,24.04,16,16,28,33,ms
:core:ui:compileProdDebugKotlin,Compiler IR lowering,349.0,361.4,341,343,481,526,ms
:core:ui:compileProdDebugKotlin,Calculate output size,1.88,2.14,1,1,4,6,ms
:core:ui:compileProdDebugKotlin,Update caches,8.34,8.44,7,7,15,15,ms
:core:ui:compileProdDebugKotlin,Total Gradle task time,3523.9,3706.04,3476,3541,4364,4518,ms
:core:ui:compileProdDebugKotlin,Run compilation in Gradle worker,3220.06,3342.74,3205,3300,3752,4169,ms
:core:ui:compileProdDebugKotlin,Connect to Kotlin daemon,13.34,16.62,12,14,20,22,ms
:core:ui:compileProdDebugKotlin,Task action before worker execution,23.96,29.1,17,18,34,61,ms
:core:ui:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,86.2,81.38,69,73,157,139,ms
:core:ui:compileProdDebugKotlin,Incremental compilation in daemon,3167.32,3264.36,3156,3201,3712,4114,ms
:core:ui:compileProdDebugKotlin,Compiler code analysis,1087.66,1112.5,1084,1112,1351,1428,ms
:core:ui:compileProdDebugKotlin,Sources compilation round,2953.72,3035.18,2937,2944,3387,3724,ms
:core:ui:compileProdDebugKotlin,Start gradle worker,41.42,108.54,7,5,72,245,ms
:core:ui:compileProdDebugKotlin,Compiler initialization time,81.22,74.22,72,71,116,106,ms
:core:ui:compileProdDebugKotlin,Compiler code generation,903.4,918.24,847,898,1158,1183,ms
:core:ui:compileProdDebugKotlin,Compiler IR generation,553.84,556.24,512,561,838,715,ms
:core:ui:compileProdDebugKotlin,Compiler IR translation,874.76,1848.94,860,1813,1120,2332,ms
:core:ui:compileProdDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,57,56,57,57,57,57,
:core:ui:compileProdDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileProdDebugKotlin,Compiler IR translation line number,1246,2492,1246,2492,1246,2492,
:core:ui:compileProdDebugKotlin,Code generation lines per second,1447,1410,1472,1388,1819,1883,
:core:ui:compileProdDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Analysis lines per second,1193,1174,1150,1120,1541,1584,
:core:ui:compileProdDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileProdDebugKotlin,Total size of the cache directory,603.9,604.6,604,605,604,605,KB
:core:ui:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:core:ui:compileProdDebugKotlin,Clear output,2.17,2.5,2,2,3,5,ms
:core:ui:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.09,1.86,1,1,5,4,ms
:core:ui:compileProdDebugKotlin,Clear jar cache,4.4,2.56,2,2,5,6,ms
:core:ui:compileProdDebugKotlin,Clear outputs on rebuild,3.0,,3,,3,,ms
:core:ui:compileProdDebugKotlin,Store build info,2.75,3.4,3,3,4,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,109.28,108.92,105,109,154,155,ms
:feature:bookmarks:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.84,2.67,2,2,5,6,ms
:feature:bookmarks:compileDemoDebugKotlin,Spent time before task action,37.74,41.76,36,36,52,53,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation,3184.74,3182.46,3139,3180,3678,3786,ms
:feature:bookmarks:compileDemoDebugKotlin,Load current classpath snapshot,26.12,25.26,25,25,38,37,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering,287.94,280.92,282,282,377,379,ms
:feature:bookmarks:compileDemoDebugKotlin,Calculate output size,3.2,1.98,3,1,7,4,ms
:feature:bookmarks:compileDemoDebugKotlin,Update caches,6.46,5.6,6,5,11,9,ms
:feature:bookmarks:compileDemoDebugKotlin,Total Gradle task time,5291.3,5497.58,6001,5979,7032,7175,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation in Gradle worker,3208.18,3203.34,3157,3206,3708,3816,ms
:feature:bookmarks:compileDemoDebugKotlin,Connect to Kotlin daemon,18.24,15.86,16,16,26,24,ms
:feature:bookmarks:compileDemoDebugKotlin,Task action before worker execution,30.14,28.32,27,27,35,41,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,113.28,112.68,108,112,161,158,ms
:feature:bookmarks:compileDemoDebugKotlin,Incremental compilation in daemon,3152.06,3148.52,3073,3157,3648,3693,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code analysis,1153.42,1113.64,1190,1104,1463,1378,ms
:feature:bookmarks:compileDemoDebugKotlin,Sources compilation round,2945.64,2947.4,2905,2975,3450,3412,ms
:feature:bookmarks:compileDemoDebugKotlin,Start gradle worker,1883.18,2095.96,2617,2673,3133,3276,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler initialization time,141.52,133.8,134,126,204,183,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code generation,694.04,682.52,688,677,867,891,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation,405.42,401.14,400,393,561,535,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation,944.44,2015.98,973,2022,1118,2492,ms
:feature:bookmarks:compileDemoDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,75,75,75,75,75,75,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation line number,412,824,412,824,412,824,
:feature:bookmarks:compileDemoDebugKotlin,Code generation lines per second,615,633,599,609,794,844,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,20,20,21,21,21,21,
:feature:bookmarks:compileDemoDebugKotlin,Analysis lines per second,372,380,346,373,479,475,
:feature:bookmarks:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileDemoDebugKotlin,Total size of the cache directory,535.0,535.1,535,535,535,535,KB
:feature:bookmarks:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileDemoDebugKotlin,Clear jar cache,2.63,2.74,2,2,6,7,ms
:feature:bookmarks:compileDemoDebugKotlin,Store build info,6.0,3.0,6,3,6,3,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear output,5.5,3.0,6,3,9,3,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,84.14,75.18,80,71,118,115,ms
:feature:bookmarks:compileProdDebugKotlin,Spent time before task action,26.06,28.82,24,25,36,40,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation,2266.06,2293.74,2281,2273,2707,2651,ms
:feature:bookmarks:compileProdDebugKotlin,Load current classpath snapshot,14.64,12.9,14,12,24,20,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering,181.28,161.48,170,159,260,224,ms
:feature:bookmarks:compileProdDebugKotlin,Calculate output size,2.04,1.9,1,1,4,4,ms
:feature:bookmarks:compileProdDebugKotlin,Update caches,4.88,3.52,5,4,8,7,ms
:feature:bookmarks:compileProdDebugKotlin,Total Gradle task time,3161.62,3280.06,3147,3165,4151,4653,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation in Gradle worker,2285.2,2311.2,2303,2291,2724,2689,ms
:feature:bookmarks:compileProdDebugKotlin,Connect to Kotlin daemon,11.96,11.42,11,11,19,19,ms
:feature:bookmarks:compileProdDebugKotlin,Task action before worker execution,24.64,27.26,22,24,35,43,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,88.32,77.96,84,75,125,121,ms
:feature:bookmarks:compileProdDebugKotlin,Incremental compilation in daemon,2231.6,2247.0,2245,2224,2683,2620,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code analysis,727.1,782.56,689,781,954,969,ms
:feature:bookmarks:compileProdDebugKotlin,Sources compilation round,2020.2,2079.08,1965,2052,2480,2429,ms
:feature:bookmarks:compileProdDebugKotlin,Start gradle worker,689.14,802.6,648,730,1616,1912,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler initialization time,97.28,96.32,93,94,125,140,ms
