Category,Metric,varianta_using_xms Mean,variantb_no_xms Mean,varianta_using_xms P50,variantb_no_xms P50,varianta_using_xms P90,variantb_no_xms P90,Unit
:app-nia-catalog:compileDebugKotlin,Task action before worker execution,75.34,59.88,16,13,221,216,ms
:app-nia-catalog:compileDebugKotlin,Compiler code analysis,908.14,968.94,900,973,1105,1220,ms
:app-nia-catalog:compileDebugKotlin,Calculate output size,2.04,2.02,1,1,4,5,ms
:app-nia-catalog:compileDebugKotlin,Compiler IR lowering,333.8,335.2,325,334,423,498,ms
:app-nia-catalog:compileDebugKotlin,Shrink and save current classpath snapshot after compilation,54.18,61.16,57,64,76,87,ms
:app-nia-catalog:compileDebugKotlin,Compiler IR translation,1087.98,1211.0,1095,1128,1310,1623,ms
:app-nia-catalog:compileDebugKotlin,Compiler initialization time,63.18,64.46,65,55,109,99,ms
:app-nia-catalog:compileDebugKotlin,Run compilation in Gradle worker,2980.28,3186.36,2966,3039,3437,4141,ms
:app-nia-catalog:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,56,55,56,56,56,56,
:app-nia-catalog:compileDebugKotlin,Number of lines for code generation,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Number of classpath entries,57,57,57,57,57,57,
:app-nia-catalog:compileDebugKotlin,Number of lines analyzed,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Size of shrunk classpath snapshot,59.9,59.9,60,60,60,60,KB
:app-nia-catalog:compileDebugKotlin,Compiler IR generation line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:app-nia-catalog:compileDebugKotlin,Analysis lines per second,460,442,453,419,572,619,
:app-nia-catalog:compileDebugKotlin,Total size of the cache directory,559.9,559.9,560,560,560,560,KB
:app-nia-catalog:compileDebugKotlin,Compiler IR translation line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Code generation lines per second,647,640,655,640,793,897,
:app-nia-catalog:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,4,
:app-nia-catalog:compileDebugKotlin,Compiler IR lowering line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:app-nia-catalog:compileDebugKotlin,Save shrunk current classpath snapshot,3.29,2.75,3,3,5,5,ms
:app-nia-catalog:compileDebugKotlin,Clear jar cache,3.92,2.32,2,2,19,5,ms
:app-nia-catalog:compileDebugKotlin,Write history file,4.0,4.0,4,2,5,8,ms
:app-nia-catalog:compileDebugKotlin,Clear outputs on rebuild,2.0,1.0,2,1,2,1,ms
:core:analytics:compileDemoDebugKotlin,Update caches,17.42,18.82,13,16,26,28,ms
:core:analytics:compileDemoDebugKotlin,Start gradle worker,4.36,3.78,3,3,10,8,ms
:core:analytics:compileDemoDebugKotlin,Load current classpath snapshot,199.98,254.0,184,253,288,349,ms
:core:analytics:compileDemoDebugKotlin,Total Gradle task time,2814.52,3015.84,2839,2993,3114,3358,ms
:core:analytics:compileDemoDebugKotlin,Sources compilation round,2124.44,2165.18,2141,2143,2346,2462,ms
:core:analytics:compileDemoDebugKotlin,Compiler code generation,404.44,450.56,404,437,515,586,ms
:core:analytics:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,291.34,385.3,275,368,412,484,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR generation,157.28,179.64,147,174,238,245,ms
:core:analytics:compileDemoDebugKotlin,Spent time before task action,42.58,46.5,44,46,53,64,ms
:core:analytics:compileDemoDebugKotlin,Connect to Kotlin daemon,25.88,22.64,23,21,38,34,ms
:core:analytics:compileDemoDebugKotlin,Run compilation,2609.54,2804.96,2637,2793,2919,3130,ms
:core:analytics:compileDemoDebugKotlin,Incremental compilation in daemon,2571.0,2764.52,2599,2760,2880,3101,ms
:core:analytics:compileDemoDebugKotlin,Task action before worker execution,36.46,31.7,34,30,54,44,ms
:core:analytics:compileDemoDebugKotlin,Compiler code analysis,617.92,596.24,618,583,707,722,ms
:core:analytics:compileDemoDebugKotlin,Calculate output size,3.16,4.78,3,4,7,8,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering,246.6,270.34,247,267,340,354,ms
:core:analytics:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,292.42,386.58,276,369,413,484,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR translation,910.94,938.34,919,931,1067,1120,ms
:core:analytics:compileDemoDebugKotlin,Clear jar cache,2.9,3.26,2,3,7,6,ms
:core:analytics:compileDemoDebugKotlin,Compiler initialization time,180.8,167.74,167,157,278,241,ms
:core:analytics:compileDemoDebugKotlin,Run compilation in Gradle worker,2643.38,2835.18,2673,2814,2943,3168,ms
:core:analytics:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,8,8,8,8,8,8,
:core:analytics:compileDemoDebugKotlin,Number of lines for code generation,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:analytics:compileDemoDebugKotlin,Number of lines analyzed,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Size of shrunk classpath snapshot,2.6,2.6,3,3,3,3,KB
:core:analytics:compileDemoDebugKotlin,Compiler IR generation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileDemoDebugKotlin,Analysis lines per second,333,350,330,350,392,422,
:core:analytics:compileDemoDebugKotlin,Total size of the cache directory,535.7,535.7,536,536,536,536,KB
:core:analytics:compileDemoDebugKotlin,Compiler IR translation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Code generation lines per second,531,467,505,466,694,577,
:core:analytics:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,46,46,46,46,46,46,
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Size of classpath snapshot,3.3,3.3,3,3,3,3,MB
:core:analytics:compileDemoDebugKotlin,Clear output,2.33,2.0,3,2,3,2,ms
:core:analytics:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.75,3.0,3,3,5,3,ms
:core:analytics:compileDemoDebugKotlin,Clear outputs on rebuild,3.67,3.71,4,3,4,12,ms
:core:analytics:compileDemoDebugKotlin,Write history file,4.67,3.0,4,3,8,6,ms
:core:analytics:compileDemoDebugKotlin,Store build info,3.33,6.33,3,6,4,10,ms
:core:analytics:compileProdDebugKotlin,Update caches,4.58,4.82,5,5,8,9,ms
:core:analytics:compileProdDebugKotlin,Start gradle worker,49.08,22.22,3,2,222,53,ms
:core:analytics:compileProdDebugKotlin,Load current classpath snapshot,8.62,8.02,8,7,16,15,ms
:core:analytics:compileProdDebugKotlin,Total Gradle task time,1220.9,1266.8,1197,1189,1674,1593,ms
:core:analytics:compileProdDebugKotlin,Sources compilation round,831.04,899.6,814,855,1032,1123,ms
:core:analytics:compileProdDebugKotlin,Compiler code generation,127.76,139.5,122,128,180,191,ms
:core:analytics:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,51.28,49.84,51,47,71,71,ms
:core:analytics:compileProdDebugKotlin,Compiler IR generation,50.46,52.42,47,49,72,87,ms
:core:analytics:compileProdDebugKotlin,Spent time before task action,25.2,27.42,24,26,36,38,ms
:core:analytics:compileProdDebugKotlin,Connect to Kotlin daemon,18.24,14.4,11,14,19,20,ms
:core:analytics:compileProdDebugKotlin,Run compilation,997.18,1061.72,996,1013,1175,1304,ms
:core:analytics:compileProdDebugKotlin,Incremental compilation in daemon,968.92,1033.0,959,988,1146,1261,ms
:core:analytics:compileProdDebugKotlin,Task action before worker execution,24.58,27.0,24,26,36,38,ms
:core:analytics:compileProdDebugKotlin,Compiler code analysis,302.44,329.2,292,305,452,492,ms
:core:analytics:compileProdDebugKotlin,Calculate output size,2.84,2.54,3,2,6,5,ms
:core:analytics:compileProdDebugKotlin,Compiler IR lowering,76.74,86.42,72,78,107,118,ms
:core:analytics:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,53.12,52.1,53,50,73,78,ms
:core:analytics:compileProdDebugKotlin,Compiler IR translation,330.0,348.14,321,330,406,444,ms
:core:analytics:compileProdDebugKotlin,Clear jar cache,2.56,2.11,2,1,6,4,ms
:core:analytics:compileProdDebugKotlin,Compiler initialization time,64.14,75.54,64,64,87,106,ms
:core:analytics:compileProdDebugKotlin,Run compilation in Gradle worker,1020.12,1080.36,1008,1025,1288,1323,ms
:core:analytics:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,83,82,83,83,83,83,
:core:analytics:compileProdDebugKotlin,Number of lines for code generation,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Number of classpath entries,86,86,86,86,86,86,
:core:analytics:compileProdDebugKotlin,Number of lines analyzed,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Size of shrunk classpath snapshot,17.6,17.6,18,18,18,18,KB
:core:analytics:compileProdDebugKotlin,Compiler IR generation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileProdDebugKotlin,Analysis lines per second,914,853,880,843,1280,1235,
:core:analytics:compileProdDebugKotlin,Total size of the cache directory,542.8,542.8,543,543,543,543,KB
:core:analytics:compileProdDebugKotlin,Compiler IR translation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Code generation lines per second,2154,2031,2115,2015,2901,2763,
:core:analytics:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,3,3,3,3,3,
:core:analytics:compileProdDebugKotlin,Compiler IR lowering line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Size of classpath snapshot,4.6,4.6,5,5,5,5,MB
:core:analytics:compileProdDebugKotlin,Store build info,1.75,3.0,2,3,3,3,ms
:core:analytics:compileProdDebugKotlin,Clear output,3.0,,3,,5,,ms
:core:analytics:compileProdDebugKotlin,Save shrunk current classpath snapshot,3.0,3.83,3,3,5,7,ms
:core:analytics:compileProdDebugKotlin,Write history file,3.0,3.0,3,3,3,8,ms
:core:common:compileKotlin,Update caches,10.42,12.42,9,10,16,19,ms
:core:common:compileKotlin,Start gradle worker,3.77,4.08,3,3,7,8,ms
:core:common:compileKotlin,Load current classpath snapshot,32.86,36.72,31,32,49,74,ms
:core:common:compileKotlin,Total Gradle task time,2536.18,2557.72,2550,2527,2830,2862,ms
:core:common:compileKotlin,Sources compilation round,2076.52,2074.96,2075,2023,2388,2364,ms
:core:common:compileKotlin,Compiler code generation,753.6,809.78,734,808,897,983,ms
:core:common:compileKotlin,Shrink current classpath snapshot non-incrementally,48.24,54.46,45,48,66,95,ms
:core:common:compileKotlin,Compiler IR generation,395.06,431.32,395,428,474,564,ms
:core:common:compileKotlin,Spent time before task action,26.76,24.48,24,24,39,35,ms
:core:common:compileKotlin,Connect to Kotlin daemon,25.86,24.7,24,24,43,41,ms
:core:common:compileKotlin,Run compilation,2364.7,2392.02,2370,2346,2674,2679,ms
:core:common:compileKotlin,Incremental compilation in daemon,2324.0,2352.12,2333,2304,2639,2624,ms
:core:common:compileKotlin,Task action before worker execution,15.76,16.52,16,15,21,27,ms
:core:common:compileKotlin,Compiler code analysis,859.0,825.02,849,808,1091,965,ms
:core:common:compileKotlin,Calculate output size,3.32,4.06,4,3,7,7,ms
:core:common:compileKotlin,Compiler IR lowering,357.86,377.82,358,371,449,492,ms
:core:common:compileKotlin,Shrink and save current classpath snapshot after compilation,50.24,56.86,47,52,67,99,ms
:core:common:compileKotlin,Compiler IR translation,280.32,286.6,271,286,349,364,ms
:core:common:compileKotlin,Clear jar cache,3.44,2.9,3,3,7,6,ms
:core:common:compileKotlin,Compiler initialization time,173.3,143.76,162,142,250,198,ms
:core:common:compileKotlin,Run compilation in Gradle worker,2397.78,2424.36,2416,2378,2697,2711,ms
:core:common:compileKotlin,Number of cache hits when loading classpath entry snapshots,1,1,1,1,1,1,
:core:common:compileKotlin,Number of lines for code generation,148,148,148,148,148,148,
:core:common:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:common:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:common:compileKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:common:compileKotlin,Number of lines analyzed,148,148,148,148,148,148,
:core:common:compileKotlin,Size of shrunk classpath snapshot,5.1,5.1,5,5,5,5,KB
:core:common:compileKotlin,Compiler IR generation line number,148,148,148,148,148,148,
:core:common:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:common:compileKotlin,Analysis lines per second,176,182,174,183,212,212,
:core:common:compileKotlin,Total size of the cache directory,499.4,499.4,499,499,499,499,KB
:core:common:compileKotlin,Compiler IR translation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Code generation lines per second,198,186,201,183,238,229,
:core:common:compileKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:core:common:compileKotlin,Compiler IR lowering line number,148,148,148,148,148,148,
:core:common:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:common:compileKotlin,Size of classpath snapshot,488.8,488.8,489,489,489,489,KB
:core:common:compileKotlin,Save shrunk current classpath snapshot,3.38,4.06,4,3,6,7,ms
:core:common:compileKotlin,Write history file,4.0,5.5,4,4,6,11,ms
:core:common:compileKotlin,Clear outputs on rebuild,6.0,,7,,10,,ms
:core:common:compileKotlin,Store build info,3.5,4.5,4,5,4,6,ms
:core:data:compileDemoDebugKotlin,Update caches,30.58,33.6,29,32,42,50,ms
:core:data:compileDemoDebugKotlin,Start gradle worker,2990.2,2563.38,191,77,9667,8955,ms
:core:data:compileDemoDebugKotlin,Load current classpath snapshot,21.6,23.68,20,23,31,37,ms
:core:data:compileDemoDebugKotlin,Total Gradle task time,8566.54,8501.38,6845,7124,13887,13117,ms
:core:data:compileDemoDebugKotlin,Save shrunk current classpath snapshot,4.3,6.18,4,5,11,15,ms
:core:data:compileDemoDebugKotlin,Sources compilation round,4743.18,4992.44,4918,5261,5856,6069,ms
:core:data:compileDemoDebugKotlin,Compiler code generation,2062.36,2198.5,2271,2424,2688,2972,ms
:core:data:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,90.72,97.5,84,95,170,144,ms
:core:data:compileDemoDebugKotlin,Compiler IR generation,1487.08,1591.64,1674,1756,2047,2155,ms
:core:data:compileDemoDebugKotlin,Spent time before task action,50.58,51.12,37,37,60,125,ms
:core:data:compileDemoDebugKotlin,Connect to Kotlin daemon,21.1,23.56,18,19,28,33,ms
:core:data:compileDemoDebugKotlin,Run compilation,5199.86,5551.02,5397,5901,6501,6748,ms
:core:data:compileDemoDebugKotlin,Incremental compilation in daemon,5126.18,5456.22,5355,5748,6390,6708,ms
:core:data:compileDemoDebugKotlin,Task action before worker execution,53.28,38.8,38,36,131,51,ms
:core:data:compileDemoDebugKotlin,Compiler code analysis,2231.2,2316.06,2238,2307,2629,2769,ms
:core:data:compileDemoDebugKotlin,Calculate output size,3.4,3.26,3,1,8,8,ms
:core:data:compileDemoDebugKotlin,Compiler IR lowering,574.78,606.22,595,615,770,878,ms
:core:data:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,96.6,105.0,89,107,173,166,ms
:core:data:compileDemoDebugKotlin,Compiler IR translation,349.28,377.54,330,363,455,492,ms
:core:data:compileDemoDebugKotlin,Compiler initialization time,86.3,86.26,81,83,117,106,ms
:core:data:compileDemoDebugKotlin,Run compilation in Gradle worker,5231.24,5582.72,5416,5930,6529,6769,ms
:core:data:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:data:compileDemoDebugKotlin,Number of lines for code generation,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:data:compileDemoDebugKotlin,Number of lines analyzed,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Size of shrunk classpath snapshot,109.0,109.0,109,109,109,109,KB
:core:data:compileDemoDebugKotlin,Compiler IR generation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data:compileDemoDebugKotlin,Analysis lines per second,676,654,663,643,813,824,
:core:data:compileDemoDebugKotlin,Total size of the cache directory,668.6,668.6,669,669,669,669,KB
:core:data:compileDemoDebugKotlin,Compiler IR translation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Code generation lines per second,818,785,653,612,1348,1399,
:core:data:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:core:data:compileDemoDebugKotlin,Compiler IR lowering line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Size of classpath snapshot,3.2,3.2,3,3,3,3,MB
:core:data:compileDemoDebugKotlin,Store build info,3.0,6.33,3,6,3,10,ms
:core:data:compileDemoDebugKotlin,Clear jar cache,5.32,4.13,4,3,10,9,ms
:core:data:compileDemoDebugKotlin,Write history file,3.0,7.0,3,6,3,9,ms
:core:data:compileDemoDebugKotlin,Clear output,5.0,3.0,5,3,5,3,ms
:core:data:compileProdDebugKotlin,Update caches,14.14,15.36,13,14,25,23,ms
:core:data:compileProdDebugKotlin,Start gradle worker,134.38,297.6,5,7,492,958,ms
:core:data:compileProdDebugKotlin,Load current classpath snapshot,10.34,13.62,10,10,18,18,ms
:core:data:compileProdDebugKotlin,Total Gradle task time,3081.6,3494.6,2999,3221,3624,4694,ms
:core:data:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.22,2.51,1,1,5,7,ms
:core:data:compileProdDebugKotlin,Sources compilation round,2325.46,2490.96,2293,2352,2778,3090,ms
:core:data:compileProdDebugKotlin,Compiler code generation,842.6,869.56,786,865,1084,1138,ms
:core:data:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,53.0,47.26,40,44,69,64,ms
:core:data:compileProdDebugKotlin,Compiler IR generation,535.52,572.92,502,563,750,793,ms
:core:data:compileProdDebugKotlin,Spent time before task action,83.58,78.06,31,28,264,265,ms
:core:data:compileProdDebugKotlin,Connect to Kotlin daemon,12.3,14.24,11,13,22,25,ms
:core:data:compileProdDebugKotlin,Run compilation,2569.14,2795.78,2505,2704,3084,3712,ms
:core:data:compileProdDebugKotlin,Incremental compilation in daemon,2536.92,2713.64,2472,2566,2987,3471,ms
:core:data:compileProdDebugKotlin,Task action before worker execution,33.92,34.5,29,31,41,51,ms
:core:data:compileProdDebugKotlin,Compiler code analysis,1208.54,1328.94,1197,1244,1473,1741,ms
:core:data:compileProdDebugKotlin,Calculate output size,2.76,2.08,2,1,6,4,ms
