Category,Metric,varianta_main_r8 Mean,variantb_r8_different_process Mean,varianta_main_r8 P50,variantb_r8_different_process P50,varianta_main_r8 P90,variantb_r8_different_process P90,Unit
Task Path,:sync:sync-test:kspProdReleaseKotlin,2079,2490,2064,2389,2441,3014,ms
Task Path,:app-nia-catalog:l8DexDesugarLibRelease,45175,58406,45383,58404,47607,61002,ms
Task Path,:app-nia-catalog:compileReleaseArtProfile,1524,1627,1503,1595,1796,1888,ms
Task Path,:app-nia-catalog:packageRelease,2685,2982,2672,2958,3022,3416,ms
Task Path,:app:minifyDemoReleaseWithR8,258381,258204,257004,257416,270166,267840,ms
Task Path,:app:l8DexDesugarLibDemoRelease,16537,29714,16647,29022,17595,33396,ms
Task Path,:app:minifyProdReleaseWithR8,103391,108103,103714,104412,109413,112180,ms
Task Path,:app:l8DexDesugarLibProdRelease,7583,13889,7524,13579,7992,15675,ms
:app:compileDemoReleaseKotlin,Update caches,19.46,21.96,19,17,29,27,ms
:app:compileDemoReleaseKotlin,Total Gradle task time,6732.52,6584.26,6540,6460,7671,7591,ms
:app:compileDemoReleaseKotlin,Compiler code generation,1492.74,1494.4,1455,1482,1809,1758,ms
:app:compileDemoReleaseKotlin,Compiler code analysis,2443.7,2323.56,2404,2258,3044,2865,ms
:app:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,171.34,171.72,170,159,247,258,ms
:app:compileDemoReleaseKotlin,Compiler IR generation,743.42,790.98,736,762,958,1021,ms
:app:compileDemoReleaseKotlin,Load current classpath snapshot,70.06,71.9,68,71,94,99,ms
:app:compileDemoReleaseKotlin,Run compilation in Gradle worker,6438.0,6305.5,6215,6105,7388,7343,ms
:app:compileDemoReleaseKotlin,Compiler IR translation,1984.4,1970.86,1933,1876,2342,2443,ms
:app:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,2.94,2.58,3,2,5,5,ms
:app:compileDemoReleaseKotlin,Start gradle worker,11.14,11.76,6,5,34,32,ms
:app:compileDemoReleaseKotlin,Incremental compilation in daemon,6370.28,6234.98,6165,6051,7336,7292,ms
:app:compileDemoReleaseKotlin,Task action before worker execution,68.6,62.44,36,32,201,214,ms
:app:compileDemoReleaseKotlin,Sources compilation round,6038.5,5904.24,5898,5742,6961,6908,ms
:app:compileDemoReleaseKotlin,Connect to Kotlin daemon,16.46,17.92,15,13,26,25,ms
:app:compileDemoReleaseKotlin,Spent time before task action,47.52,46.96,48,47,60,61,ms
:app:compileDemoReleaseKotlin,Compiler initialization time,104.88,103.16,104,104,157,143,ms
:app:compileDemoReleaseKotlin,Calculate output size,2.58,1.82,1,1,5,4,ms
:app:compileDemoReleaseKotlin,Compiler IR lowering,748.68,702.84,724,688,957,864,ms
:app:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,166.36,166.98,166,155,242,249,ms
:app:compileDemoReleaseKotlin,Run compilation,6416.12,6282.96,6195,6081,7368,7325,ms
:app:compileDemoReleaseKotlin,Total size of the cache directory,718.7,718.7,719,719,719,719,KB
:app:compileDemoReleaseKotlin,Number of lines analyzed,1364,1364,1364,1364,1364,1364,
:app:compileDemoReleaseKotlin,Size of classpath snapshot,11.0,11.0,11,11,11,11,MB
:app:compileDemoReleaseKotlin,Number of lines for code generation,1364,1364,1364,1364,1364,1364,
:app:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:app:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:app:compileDemoReleaseKotlin,Code generation lines per second,929,932,937,920,1072,1107,
:app:compileDemoReleaseKotlin,Analysis lines per second,572,598,568,604,683,710,
:app:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,99,99,99,99,99,99,
:app:compileDemoReleaseKotlin,Compiler IR generation line number,1364,1364,1364,1364,1364,1364,
:app:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:app:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,55,55,55,55,55,55,
:app:compileDemoReleaseKotlin,Compiler IR translation line number,1364,1364,1364,1364,1364,1364,
:app:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:app:compileDemoReleaseKotlin,Number of classpath entries,154,154,154,154,154,154,
:app:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,143.0,143.0,143,143,143,143,KB
:app:compileDemoReleaseKotlin,Compiler IR lowering line number,1364,1364,1364,1364,1364,1364,
:app:compileDemoReleaseKotlin,Clear jar cache,3.0,2.93,3,3,6,6,ms
:app:compileDemoReleaseKotlin,Write history file,3.0,2.33,3,2,3,5,ms
:app:compileDemoReleaseKotlin,Store build info,2.75,3.0,2,3,6,4,ms
:app:compileProdReleaseKotlin,Update caches,11.8,13.7,12,13,19,22,ms
:app:compileProdReleaseKotlin,Total Gradle task time,5073.4,6340.32,4985,6334,5739,7009,ms
:app:compileProdReleaseKotlin,Compiler code generation,1047.72,1305.84,1060,1271,1274,1582,ms
:app:compileProdReleaseKotlin,Compiler code analysis,1874.64,2472.62,1874,2515,2267,2881,ms
:app:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,96.22,139.06,96,122,132,220,ms
:app:compileProdReleaseKotlin,Compiler IR generation,556.64,690.02,516,655,827,951,ms
:app:compileProdReleaseKotlin,Load current classpath snapshot,24.2,31.4,22,26,28,42,ms
:app:compileProdReleaseKotlin,Run compilation in Gradle worker,4827.18,6091.22,4713,6102,5523,6755,ms
:app:compileProdReleaseKotlin,Compiler IR translation,1491.44,1813.84,1424,1790,1786,2075,ms
:app:compileProdReleaseKotlin,Save shrunk current classpath snapshot,6.42,2.7,1,1,4,5,ms
:app:compileProdReleaseKotlin,Start gradle worker,5.66,4.44,3,3,14,10,ms
:app:compileProdReleaseKotlin,Incremental compilation in daemon,4772.9,6039.6,4673,6056,5443,6695,ms
:app:compileProdReleaseKotlin,Task action before worker execution,44.82,35.74,32,33,84,52,ms
:app:compileProdReleaseKotlin,Sources compilation round,4545.88,5741.92,4456,5717,5185,6325,ms
:app:compileProdReleaseKotlin,Connect to Kotlin daemon,13.3,14.18,12,13,24,23,ms
:app:compileProdReleaseKotlin,Spent time before task action,40.48,36.4,33,33,51,41,ms
:app:compileProdReleaseKotlin,Compiler initialization time,120.88,137.68,106,128,165,201,ms
:app:compileProdReleaseKotlin,Calculate output size,2.08,3.1,1,3,4,7,ms
:app:compileProdReleaseKotlin,Compiler IR lowering,490.56,615.32,472,616,641,762,ms
:app:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,88.28,134.16,89,116,125,218,ms
:app:compileProdReleaseKotlin,Run compilation,4810.48,6072.52,4699,6081,5485,6739,ms
:app:compileProdReleaseKotlin,Total size of the cache directory,718.7,718.7,719,719,719,719,KB
:app:compileProdReleaseKotlin,Number of lines analyzed,1364,1364,1364,1364,1364,1364,
:app:compileProdReleaseKotlin,Size of classpath snapshot,11.0,11.0,11,11,11,11,MB
:app:compileProdReleaseKotlin,Number of lines for code generation,1364,1364,1364,1364,1364,1364,
:app:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:app:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:app:compileProdReleaseKotlin,Code generation lines per second,1348,1073,1287,1073,1691,1285,
:app:compileProdReleaseKotlin,Analysis lines per second,742,559,728,542,915,666,
:app:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,146,146,146,146,146,146,
:app:compileProdReleaseKotlin,Compiler IR generation line number,1364,1364,1364,1364,1364,1364,
:app:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:app:compileProdReleaseKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:app:compileProdReleaseKotlin,Compiler IR translation line number,1364,1364,1364,1364,1364,1364,
:app:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:app:compileProdReleaseKotlin,Number of classpath entries,154,154,154,154,154,154,
:app:compileProdReleaseKotlin,Size of shrunk classpath snapshot,143.0,143.0,143,143,143,143,KB
:app:compileProdReleaseKotlin,Compiler IR lowering line number,1364,1364,1364,1364,1364,1364,
:app:compileProdReleaseKotlin,Store build info,2.67,,3,,3,,ms
:app:compileProdReleaseKotlin,Clear jar cache,2.4,3.2,2,3,5,8,ms
:app:compileProdReleaseKotlin,Clear outputs on rebuild,2.0,3.0,2,3,3,4,ms
:app:compileProdReleaseKotlin,Clear output,4.0,4.8,4,5,4,6,ms
:app-nia-catalog:compileReleaseKotlin,Update caches,3.52,3.24,3,2,6,5,ms
:app-nia-catalog:compileReleaseKotlin,Total Gradle task time,3352.38,3220.76,3341,3203,3890,3795,ms
:app-nia-catalog:compileReleaseKotlin,Compiler code generation,643.78,645.56,630,616,823,860,ms
:app-nia-catalog:compileReleaseKotlin,Compiler code analysis,952.62,874.36,921,842,1292,1143,ms
:app-nia-catalog:compileReleaseKotlin,Shrink and save current classpath snapshot after compilation,54.22,58.4,54,62,76,80,ms
:app-nia-catalog:compileReleaseKotlin,Compiler IR generation,320.18,329.36,306,293,430,498,ms
:app-nia-catalog:compileReleaseKotlin,Load current classpath snapshot,11.32,11.52,12,12,17,17,ms
:app-nia-catalog:compileReleaseKotlin,Run compilation in Gradle worker,3033.94,2900.04,2995,2874,3552,3443,ms
:app-nia-catalog:compileReleaseKotlin,Compiler IR translation,1142.76,1084.24,1146,1047,1378,1404,ms
:app-nia-catalog:compileReleaseKotlin,Start gradle worker,22.18,21.92,23,18,32,35,ms
:app-nia-catalog:compileReleaseKotlin,Incremental compilation in daemon,2967.12,2836.02,2922,2831,3498,3357,ms
:app-nia-catalog:compileReleaseKotlin,Task action before worker execution,160.7,158.44,162,149,197,240,ms
:app-nia-catalog:compileReleaseKotlin,Sources compilation round,2820.48,2683.92,2783,2660,3322,3183,ms
:app-nia-catalog:compileReleaseKotlin,Connect to Kotlin daemon,24.1,23.5,21,18,37,39,ms
:app-nia-catalog:compileReleaseKotlin,Spent time before task action,40.32,35.14,37,32,56,47,ms
:app-nia-catalog:compileReleaseKotlin,Compiler initialization time,74.54,70.7,74,67,99,99,ms
:app-nia-catalog:compileReleaseKotlin,Calculate output size,1.74,1.8,1,1,4,4,ms
:app-nia-catalog:compileReleaseKotlin,Compiler IR lowering,323.12,315.86,316,309,427,422,ms
:app-nia-catalog:compileReleaseKotlin,Shrink current classpath snapshot non-incrementally,52.24,56.4,52,59,75,75,ms
:app-nia-catalog:compileReleaseKotlin,Run compilation,3005.08,2871.58,2966,2854,3523,3402,ms
:app-nia-catalog:compileReleaseKotlin,Total size of the cache directory,560.3,560.3,560,560,560,560,KB
:app-nia-catalog:compileReleaseKotlin,Number of lines analyzed,408,408,408,408,408,408,
:app-nia-catalog:compileReleaseKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:app-nia-catalog:compileReleaseKotlin,Number of lines for code generation,408,408,408,408,408,408,
:app-nia-catalog:compileReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:app-nia-catalog:compileReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:app-nia-catalog:compileReleaseKotlin,Code generation lines per second,664,662,647,662,900,866,
:app-nia-catalog:compileReleaseKotlin,Analysis lines per second,445,491,443,485,570,634,
:app-nia-catalog:compileReleaseKotlin,Number of cache hits when loading classpath entry snapshots,54,54,54,54,54,54,
:app-nia-catalog:compileReleaseKotlin,Compiler IR generation line number,408,408,408,408,408,408,
:app-nia-catalog:compileReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:app-nia-catalog:compileReleaseKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:app-nia-catalog:compileReleaseKotlin,Compiler IR translation line number,408,408,408,408,408,408,
:app-nia-catalog:compileReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:app-nia-catalog:compileReleaseKotlin,Number of classpath entries,55,55,55,55,55,55,
:app-nia-catalog:compileReleaseKotlin,Size of shrunk classpath snapshot,60.0,60.0,60,60,60,60,KB
:app-nia-catalog:compileReleaseKotlin,Compiler IR lowering line number,408,408,408,408,408,408,
:app-nia-catalog:compileReleaseKotlin,Save shrunk current classpath snapshot,2.63,2.45,3,3,6,4,ms
:app-nia-catalog:compileReleaseKotlin,Clear output,3.33,,3,,6,,ms
:app-nia-catalog:compileReleaseKotlin,Clear jar cache,1.89,2.1,2,2,3,6,ms
:app-nia-catalog:compileReleaseKotlin,Clear outputs on rebuild,2.0,,2,,2,,ms
:core:analytics:compileDemoReleaseKotlin,Update caches,13.98,16.7,13,14,21,24,ms
:core:analytics:compileDemoReleaseKotlin,Total Gradle task time,2583.54,2568.52,2594,2614,2981,2866,ms
:core:analytics:compileDemoReleaseKotlin,Compiler code generation,364.34,369.72,354,371,463,480,ms
:core:analytics:compileDemoReleaseKotlin,Compiler code analysis,545.92,544.18,556,540,642,656,ms
:core:analytics:compileDemoReleaseKotlin,Shrink and save current classpath snapshot after compilation,242.1,231.3,250,230,320,303,ms
:core:analytics:compileDemoReleaseKotlin,Compiler IR generation,142.76,142.46,142,137,207,205,ms
:core:analytics:compileDemoReleaseKotlin,Load current classpath snapshot,166.5,157.04,161,155,232,206,ms
:core:analytics:compileDemoReleaseKotlin,Run compilation in Gradle worker,2410.48,2391.86,2425,2443,2790,2687,ms
:core:analytics:compileDemoReleaseKotlin,Compiler IR translation,903.14,878.68,918,912,1089,1033,ms
:core:analytics:compileDemoReleaseKotlin,Start gradle worker,2.44,6.78,1,4,5,21,ms
:core:analytics:compileDemoReleaseKotlin,Incremental compilation in daemon,2338.2,2316.46,2348,2371,2700,2617,ms
:core:analytics:compileDemoReleaseKotlin,Task action before worker execution,41.44,39.02,36,36,72,50,ms
:core:analytics:compileDemoReleaseKotlin,Sources compilation round,1955.44,1943.36,1997,1971,2198,2225,ms
:core:analytics:compileDemoReleaseKotlin,Connect to Kotlin daemon,22.7,25.96,22,24,35,36,ms
:core:analytics:compileDemoReleaseKotlin,Clear jar cache,2.7,3.63,2,3,5,8,ms
:core:analytics:compileDemoReleaseKotlin,Spent time before task action,45.12,46.08,45,45,58,59,ms
:core:analytics:compileDemoReleaseKotlin,Compiler initialization time,131.46,139.0,123,136,171,182,ms
:core:analytics:compileDemoReleaseKotlin,Calculate output size,3.08,3.36,2,2,6,7,ms
:core:analytics:compileDemoReleaseKotlin,Compiler IR lowering,221.16,226.58,213,221,287,309,ms
:core:analytics:compileDemoReleaseKotlin,Shrink current classpath snapshot non-incrementally,240.0,230.4,239,229,318,301,ms
:core:analytics:compileDemoReleaseKotlin,Run compilation,2379.6,2357.12,2385,2411,2751,2659,ms
:core:analytics:compileDemoReleaseKotlin,Total size of the cache directory,535.8,535.8,536,536,536,536,KB
:core:analytics:compileDemoReleaseKotlin,Number of lines analyzed,204,204,204,204,204,204,
:core:analytics:compileDemoReleaseKotlin,Size of classpath snapshot,2.6,2.6,3,3,3,3,MB
:core:analytics:compileDemoReleaseKotlin,Number of lines for code generation,204,204,204,204,204,204,
:core:analytics:compileDemoReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileDemoReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileDemoReleaseKotlin,Code generation lines per second,595,578,576,550,815,769,
:core:analytics:compileDemoReleaseKotlin,Analysis lines per second,380,383,367,378,469,451,
:core:analytics:compileDemoReleaseKotlin,Number of cache hits when loading classpath entry snapshots,8,8,8,8,8,8,
:core:analytics:compileDemoReleaseKotlin,Compiler IR generation line number,204,204,204,204,204,204,
:core:analytics:compileDemoReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileDemoReleaseKotlin,Number of cache misses when loading classpath entry snapshots,33,33,33,33,33,33,
:core:analytics:compileDemoReleaseKotlin,Compiler IR translation line number,204,204,204,204,204,204,
:core:analytics:compileDemoReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileDemoReleaseKotlin,Number of classpath entries,41,41,41,41,41,41,
:core:analytics:compileDemoReleaseKotlin,Size of shrunk classpath snapshot,2.6,2.6,3,3,3,3,KB
:core:analytics:compileDemoReleaseKotlin,Compiler IR lowering line number,204,204,204,204,204,204,
:core:analytics:compileDemoReleaseKotlin,Write history file,2.0,3.0,2,3,3,3,ms
:core:analytics:compileDemoReleaseKotlin,Clear outputs on rebuild,2.25,,2,,3,,ms
:core:analytics:compileDemoReleaseKotlin,Store build info,3.67,10.0,3,10,5,10,ms
:core:analytics:compileDemoReleaseKotlin,Save shrunk current classpath snapshot,19.67,4.0,2,4,56,5,ms
:core:analytics:compileProdReleaseKotlin,Update caches,4.44,4.68,4,4,8,9,ms
:core:analytics:compileProdReleaseKotlin,Total Gradle task time,1273.54,1349.78,1219,1311,1665,1665,ms
:core:analytics:compileProdReleaseKotlin,Compiler code generation,151.2,138.98,132,133,200,187,ms
:core:analytics:compileProdReleaseKotlin,Compiler code analysis,334.2,369.22,331,344,440,477,ms
:core:analytics:compileProdReleaseKotlin,Shrink and save current classpath snapshot after compilation,52.88,59.74,49,56,80,80,ms
:core:analytics:compileProdReleaseKotlin,Compiler IR generation,58.66,51.32,49,49,76,76,ms
:core:analytics:compileProdReleaseKotlin,Load current classpath snapshot,12.9,16.64,12,14,21,23,ms
:core:analytics:compileProdReleaseKotlin,Run compilation in Gradle worker,1112.68,1177.84,1068,1134,1436,1446,ms
:core:analytics:compileProdReleaseKotlin,Compiler IR translation,354.86,383.68,352,385,457,485,ms
:core:analytics:compileProdReleaseKotlin,Start gradle worker,8.28,14.8,3,2,18,15,ms
:core:analytics:compileProdReleaseKotlin,Incremental compilation in daemon,1048.8,1120.96,1022,1083,1298,1410,ms
:core:analytics:compileProdReleaseKotlin,Task action before worker execution,39.6,33.2,28,33,56,46,ms
:core:analytics:compileProdReleaseKotlin,Sources compilation round,916.22,972.92,899,939,1128,1282,ms
:core:analytics:compileProdReleaseKotlin,Connect to Kotlin daemon,19.98,17.34,13,15,19,23,ms
:core:analytics:compileProdReleaseKotlin,Clear jar cache,2.41,2.4,1,3,6,5,ms
:core:analytics:compileProdReleaseKotlin,Spent time before task action,27.9,30.02,27,27,39,46,ms
:core:analytics:compileProdReleaseKotlin,Compiler initialization time,67.52,72.36,68,67,96,99,ms
:core:analytics:compileProdReleaseKotlin,Calculate output size,2.8,2.44,3,2,6,5,ms
:core:analytics:compileProdReleaseKotlin,Compiler IR lowering,92.08,87.22,79,89,122,117,ms
:core:analytics:compileProdReleaseKotlin,Shrink current classpath snapshot non-incrementally,51.54,58.58,47,55,77,79,ms
:core:analytics:compileProdReleaseKotlin,Run compilation,1088.98,1156.62,1049,1112,1362,1433,ms
:core:analytics:compileProdReleaseKotlin,Total size of the cache directory,543.0,543.0,543,543,543,543,KB
:core:analytics:compileProdReleaseKotlin,Number of lines analyzed,257,257,257,257,257,257,
:core:analytics:compileProdReleaseKotlin,Size of classpath snapshot,3.9,3.9,4,4,4,4,MB
:core:analytics:compileProdReleaseKotlin,Number of lines for code generation,257,257,257,257,257,257,
:core:analytics:compileProdReleaseKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileProdReleaseKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileProdReleaseKotlin,Code generation lines per second,2016,1997,1946,1932,2965,2852,
:core:analytics:compileProdReleaseKotlin,Analysis lines per second,801,745,776,747,1055,963,
:core:analytics:compileProdReleaseKotlin,Number of cache hits when loading classpath entry snapshots,68,68,68,68,68,68,
:core:analytics:compileProdReleaseKotlin,Compiler IR generation line number,257,257,257,257,257,257,
:core:analytics:compileProdReleaseKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileProdReleaseKotlin,Number of cache misses when loading classpath entry snapshots,5,5,5,5,5,5,
:core:analytics:compileProdReleaseKotlin,Compiler IR translation line number,257,257,257,257,257,257,
:core:analytics:compileProdReleaseKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileProdReleaseKotlin,Number of classpath entries,73,73,73,73,73,73,
:core:analytics:compileProdReleaseKotlin,Size of shrunk classpath snapshot,17.6,17.6,18,18,18,18,KB
:core:analytics:compileProdReleaseKotlin,Compiler IR lowering line number,257,257,257,257,257,257,
:core:analytics:compileProdReleaseKotlin,Store build info,3.5,,4,,5,,ms
