Category,Metric,varianta_gradle_8_13 Mean,variantb_gradle_8_14_rc2 Mean,varianta_gradle_8_13 P50,variantb_gradle_8_14_rc2 P50,varianta_gradle_8_13 P90,variantb_gradle_8_14_rc2 P90,Unit
:core:ui:compileProdDebugKotlin,Compiler IR translation,761.88,795.18,750,779,935,992,ms
:core:ui:compileProdDebugKotlin,Compiler initialization time,60.64,62.06,60,66,77,79,ms
:core:ui:compileProdDebugKotlin,Incremental compilation in daemon,2613.76,2632.72,2564,2605,3014,3034,ms
:core:ui:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,56.5,54.74,46,47,93,83,ms
:core:ui:compileProdDebugKotlin,Task action before worker execution,13.62,13.64,12,12,18,18,ms
:core:ui:compileProdDebugKotlin,Total Gradle task time,3495.78,3306.24,3011,2982,5313,5081,ms
:core:ui:compileProdDebugKotlin,Run compilation,2633.92,2653.28,2579,2624,3033,3071,ms
:core:ui:compileProdDebugKotlin,Clear jar cache,3.11,1.5,1,1,3,3,ms
:core:ui:compileProdDebugKotlin,Compiler code generation,789.94,738.12,735,710,1086,917,ms
:core:ui:compileProdDebugKotlin,Calculate output size,1.46,1.88,1,1,3,4,ms
:core:ui:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.59,1.53,1,1,4,3,ms
:core:ui:compileProdDebugKotlin,Load current classpath snapshot,12.48,12.46,10,10,21,21,ms
:core:ui:compileProdDebugKotlin,Start gradle worker,1.94,2.7,1,1,4,7,ms
:core:ui:compileProdDebugKotlin,Run compilation in Gradle worker,2645.98,2672.24,2587,2639,3044,3083,ms
:core:ui:compileProdDebugKotlin,Compiler IR generation,482.66,433.26,440,404,751,579,ms
:core:ui:compileProdDebugKotlin,Spent time before task action,113.94,51.78,50,55,145,66,ms
:core:ui:compileProdDebugKotlin,Connect to Kotlin daemon,8.2,15.1,8,9,13,16,ms
:core:ui:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,54.52,52.74,45,44,91,81,ms
:core:ui:compileProdDebugKotlin,Update caches,6.1,6.26,5,6,11,11,ms
:core:ui:compileProdDebugKotlin,Compiler IR translation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:core:ui:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,2,2,
:core:ui:compileProdDebugKotlin,Number of lines for code generation,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Compiler IR generation line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Code generation lines per second,1678,1732,1695,1754,2246,2167,
:core:ui:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,56,56,57,57,57,57,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:ui:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:ui:compileProdDebugKotlin,Compiler IR lowering line number,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Number of classpath entries,58,58,58,58,58,58,
:core:ui:compileProdDebugKotlin,Size of shrunk classpath snapshot,90.3,90.3,90,90,90,90,KB
:core:ui:compileProdDebugKotlin,Total size of the cache directory,603.9,603.9,604,604,604,604,KB
:core:ui:compileProdDebugKotlin,Analysis lines per second,1482,1435,1463,1461,1791,1704,
:core:ui:compileProdDebugKotlin,Number of lines analyzed,1246,1246,1246,1246,1246,1246,
:core:ui:compileProdDebugKotlin,Write history file,1.0,,1,,1,,ms
:core:ui:compileProdDebugKotlin,Store build info,1.5,,2,,2,,ms
:feature:bookmarks:compileDemoDebugKotlin,Sources compilation round,2446.2,2392.82,2445,2427,2791,2795,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code analysis,898.9,874.1,910,838,1110,1079,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering,239.76,230.34,233,221,319,319,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation,868.14,843.22,854,832,1071,1046,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler initialization time,84.78,92.52,89,94,105,116,ms
:feature:bookmarks:compileDemoDebugKotlin,Incremental compilation in daemon,2635.4,2567.9,2637,2607,2985,2976,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,94.86,92.12,93,93,141,124,ms
:feature:bookmarks:compileDemoDebugKotlin,Task action before worker execution,36.98,29.28,23,23,90,41,ms
:feature:bookmarks:compileDemoDebugKotlin,Total Gradle task time,7017.58,7752.24,3060,3001,23769,18275,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation,2677.4,2601.48,2673,2629,3036,2999,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear jar cache,2.65,2.58,2,2,5,5,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler code generation,587.06,572.82,562,538,774,723,ms
:feature:bookmarks:compileDemoDebugKotlin,Calculate output size,2.54,2.22,2,1,5,4,ms
:feature:bookmarks:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.38,2.69,1,3,5,5,ms
:feature:bookmarks:compileDemoDebugKotlin,Load current classpath snapshot,19.28,19.52,20,21,29,28,ms
:feature:bookmarks:compileDemoDebugKotlin,Start gradle worker,771.02,977.48,13,14,507,2361,ms
:feature:bookmarks:compileDemoDebugKotlin,Run compilation in Gradle worker,2694.02,2617.7,2691,2646,3056,3011,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation,346.92,341.98,325,320,470,492,ms
:feature:bookmarks:compileDemoDebugKotlin,Spent time before task action,28.0,27.64,27,28,36,37,ms
:feature:bookmarks:compileDemoDebugKotlin,Connect to Kotlin daemon,11.14,11.6,10,11,16,20,ms
:feature:bookmarks:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,89.22,88.86,89,90,127,120,ms
:feature:bookmarks:compileDemoDebugKotlin,Update caches,4.44,8.08,4,5,8,9,ms
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,14,14,21,21,21,21,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Code generation lines per second,727,748,734,766,924,898,
:feature:bookmarks:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,81,81,75,75,95,95,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileDemoDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileDemoDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileDemoDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileDemoDebugKotlin,Analysis lines per second,470,481,453,491,591,570,
:feature:bookmarks:compileDemoDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileDemoDebugKotlin,Store build info,2.0,3.0,2,3,3,3,ms
:feature:bookmarks:compileDemoDebugKotlin,Write history file,3.0,,3,,3,,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear outputs on rebuild,1.0,,1,,1,,ms
:feature:bookmarks:compileDemoDebugKotlin,Clear output,2.5,4.0,3,4,3,5,ms
:feature:bookmarks:compileProdDebugKotlin,Sources compilation round,1332.42,1272.02,1248,1202,1722,1651,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code analysis,514.1,509.22,487,475,709,713,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering,109.58,102.04,99,95,152,155,ms
:feature:bookmarks:compileProdDebugKotlin,Clear output,1.5,,2,,2,,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation,475.3,437.96,448,420,655,558,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler initialization time,69.48,65.84,65,49,102,100,ms
:feature:bookmarks:compileProdDebugKotlin,Incremental compilation in daemon,1433.9,1364.64,1352,1301,1885,1769,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,49.34,45.04,39,41,90,74,ms
:feature:bookmarks:compileProdDebugKotlin,Task action before worker execution,16.6,14.08,13,11,28,22,ms
:feature:bookmarks:compileProdDebugKotlin,Total Gradle task time,1552.02,1473.7,1443,1391,2043,1989,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation,1451.42,1381.02,1364,1315,1903,1870,ms
:feature:bookmarks:compileProdDebugKotlin,Clear jar cache,2.32,4.39,2,2,5,10,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler code generation,267.9,252.9,243,239,390,342,ms
:feature:bookmarks:compileProdDebugKotlin,Calculate output size,1.24,1.24,1,1,2,2,ms
:feature:bookmarks:compileProdDebugKotlin,Load current classpath snapshot,8.88,8.02,7,7,18,12,ms
:feature:bookmarks:compileProdDebugKotlin,Start gradle worker,3.04,2.06,1,1,8,5,ms
:feature:bookmarks:compileProdDebugKotlin,Run compilation in Gradle worker,1462.76,1391.94,1373,1323,1917,1890,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation,157.74,150.32,137,147,262,205,ms
:feature:bookmarks:compileProdDebugKotlin,Spent time before task action,17.34,16.24,18,13,27,26,ms
:feature:bookmarks:compileProdDebugKotlin,Connect to Kotlin daemon,7.94,7.16,8,5,13,15,ms
:feature:bookmarks:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,47.32,43.16,38,38,88,70,ms
:feature:bookmarks:compileProdDebugKotlin,Update caches,2.08,2.36,2,2,4,5,ms
:feature:bookmarks:compileProdDebugKotlin,Compiler IR translation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:bookmarks:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,2,2,
:feature:bookmarks:compileProdDebugKotlin,Number of lines for code generation,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Compiler IR generation line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Code generation lines per second,1692,1737,1696,1724,2442,2644,
:feature:bookmarks:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,94,94,95,95,95,95,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:bookmarks:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:bookmarks:compileProdDebugKotlin,Compiler IR lowering line number,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Number of classpath entries,96,96,96,96,96,96,
:feature:bookmarks:compileProdDebugKotlin,Size of shrunk classpath snapshot,75.6,75.6,76,76,76,76,KB
:feature:bookmarks:compileProdDebugKotlin,Total size of the cache directory,535.0,535.0,535,535,535,535,KB
:feature:bookmarks:compileProdDebugKotlin,Analysis lines per second,846,855,846,867,1078,1080,
:feature:bookmarks:compileProdDebugKotlin,Number of lines analyzed,412,412,412,412,412,412,
:feature:bookmarks:compileProdDebugKotlin,Save shrunk current classpath snapshot,2.0,1.41,2,1,5,3,ms
:feature:bookmarks:compileProdDebugKotlin,Store build info,3.0,3.0,3,3,4,5,ms
:feature:bookmarks:compileProdDebugKotlin,Clear outputs on rebuild,1.0,3.0,1,3,1,3,ms
:feature:foryou:compileDemoDebugKotlin,Sources compilation round,3879.6,3705.24,3779,3736,4439,4233,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code analysis,1477.68,1435.68,1481,1443,1815,1730,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering,407.14,400.1,392,396,483,520,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation,1161.34,1091.66,1137,1092,1449,1288,ms
:feature:foryou:compileDemoDebugKotlin,Compiler initialization time,90.82,91.82,89,89,111,126,ms
:feature:foryou:compileDemoDebugKotlin,Incremental compilation in daemon,4062.96,3910.18,3950,3954,4605,4448,ms
:feature:foryou:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,88.34,103.16,79,95,134,184,ms
:feature:foryou:compileDemoDebugKotlin,Task action before worker execution,29.44,39.9,23,23,34,58,ms
:feature:foryou:compileDemoDebugKotlin,Total Gradle task time,10870.6,9648.6,4720,5230,25340,14053,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation,4091.96,3936.96,4000,3994,4622,4473,ms
:feature:foryou:compileDemoDebugKotlin,Clear jar cache,3.04,3.44,2,2,6,7,ms
:feature:foryou:compileDemoDebugKotlin,Compiler code generation,1141.84,1078.52,1093,1063,1508,1317,ms
:feature:foryou:compileDemoDebugKotlin,Calculate output size,2.06,2.0,1,1,4,4,ms
:feature:foryou:compileDemoDebugKotlin,Save shrunk current classpath snapshot,2.64,2.28,2,2,6,4,ms
:feature:foryou:compileDemoDebugKotlin,Load current classpath snapshot,17.68,19.86,17,18,26,27,ms
:feature:foryou:compileDemoDebugKotlin,Start gradle worker,3472.84,2850.36,5,6,8422,7788,ms
:feature:foryou:compileDemoDebugKotlin,Run compilation in Gradle worker,4110.54,3959.12,4022,4008,4640,4484,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation,734.24,677.92,677,670,1024,887,ms
:feature:foryou:compileDemoDebugKotlin,Spent time before task action,28.38,28.88,28,26,37,39,ms
:feature:foryou:compileDemoDebugKotlin,Connect to Kotlin daemon,13.36,15.34,12,9,24,21,ms
:feature:foryou:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,84.16,99.38,77,92,132,182,ms
:feature:foryou:compileDemoDebugKotlin,Update caches,9.46,9.56,9,9,14,17,ms
:feature:foryou:compileDemoDebugKotlin,Compiler IR translation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Size of classpath snapshot,8.7,8.7,9,9,9,9,MB
:feature:foryou:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,7,5,5,5,23,6,
:feature:foryou:compileDemoDebugKotlin,Number of lines for code generation,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Compiler IR generation line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Code generation lines per second,816,853,823,847,978,1070,
:feature:foryou:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,91,93,94,94,94,94,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:feature:foryou:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:feature:foryou:compileDemoDebugKotlin,Compiler IR lowering line number,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Number of classpath entries,99,99,99,99,99,99,
:feature:foryou:compileDemoDebugKotlin,Size of shrunk classpath snapshot,122.9,122.9,123,123,123,123,KB
:feature:foryou:compileDemoDebugKotlin,Total size of the cache directory,598.7,598.7,599,599,599,599,KB
:feature:foryou:compileDemoDebugKotlin,Analysis lines per second,622,643,608,624,791,823,
:feature:foryou:compileDemoDebugKotlin,Number of lines analyzed,900,900,900,900,900,900,
:feature:foryou:compileDemoDebugKotlin,Clear outputs on rebuild,2.67,1.5,1,2,6,2,ms
:feature:foryou:compileDemoDebugKotlin,Store build info,2.0,5.0,2,5,2,5,ms
:feature:foryou:compileDemoDebugKotlin,Clear output,4.0,1.5,4,2,5,2,ms
:feature:foryou:compileProdDebugKotlin,Sources compilation round,1887.12,1824.86,1633,1639,2630,2373,ms
:feature:foryou:compileProdDebugKotlin,Compiler code analysis,727.24,690.82,653,654,1000,884,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR lowering,190.7,174.94,165,163,305,259,ms
:feature:foryou:compileProdDebugKotlin,Compiler IR translation,577.36,564.88,555,475,840,803,ms
:feature:foryou:compileProdDebugKotlin,Compiler initialization time,62.76,57.74,54,46,93,88,ms
:feature:foryou:compileProdDebugKotlin,Incremental compilation in daemon,1998.82,1939.82,1721,1720,2800,2552,ms
:feature:foryou:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,47.9,45.56,41,38,86,71,ms
:feature:foryou:compileProdDebugKotlin,Task action before worker execution,16.26,13.08,11,10,27,22,ms
:feature:foryou:compileProdDebugKotlin,Total Gradle task time,2142.44,2068.14,1834,1828,2981,2740,ms
:feature:foryou:compileProdDebugKotlin,Run compilation,2018.2,1956.7,1735,1733,2821,2575,ms
:feature:foryou:compileProdDebugKotlin,Clear jar cache,2.67,3.94,2,2,6,14,ms
:feature:foryou:compileProdDebugKotlin,Compiler code generation,514.18,505.14,459,418,771,677,ms
:feature:foryou:compileProdDebugKotlin,Calculate output size,1.48,1.32,1,1,4,3,ms
:feature:foryou:compileProdDebugKotlin,Save shrunk current classpath snapshot,1.6,1.18,1,1,4,1,ms
:feature:foryou:compileProdDebugKotlin,Load current classpath snapshot,8.68,7.38,7,6,16,12,ms
:feature:foryou:compileProdDebugKotlin,Start gradle worker,2.08,1.26,1,1,5,2,ms
