Category,Metric,varianta_main Mean,variantb_9.5.0-rc-1 Mean,varianta_main P50,variantb_9.5.0-rc-1 P50,varianta_main P90,variantb_9.5.0-rc-1 P90,Unit
Task Path,:feature:video-contact:kspDebugKotlin,1507,1484,1502,1419,1873,1796,ms
Task Path,:feature:notification-contact:kspDebugKotlin,1467,1459,1412,1430,1841,1805,ms
Task Path,:feature:alarm-contact:kspDebugKotlin,1951,1869,1965,1852,2402,2421,ms
Task Path,:feature:login-login:compileDebugKotlin,1899,1943,1852,1928,2343,2333,ms
Task Path,:feature:video-contact:compileDebugKotlin,1733,1753,1699,1705,2037,2219,ms
Task Path,:feature:alarm-contact:compileDebugKotlin,1718,1753,1697,1745,2055,2161,ms
Task Path,:feature:notification-contact:compileDebugKotlin,1752,1749,1762,1705,2029,2118,ms
Task Path,:domain:audio-login:kspDebugKotlin,1402,1348,1367,1344,1792,1692,ms
Task Path,:domain:analytics-identity:kspDebugKotlin,1772,1708,1708,1651,2255,2176,ms
Task Path,:domain:analytics-login:kspDebugKotlin,1431,1435,1418,1451,1738,1718,ms
Task Path,:domain:article-login:kspDebugKotlin,1894,1885,1890,1804,2225,2370,ms
Task Path,:domain:audio-login:compileDebugKotlin,1795,1773,1762,1768,2136,2162,ms
Task Path,:domain:analytics-identity:compileDebugKotlin,1717,1833,1667,1820,2010,2229,ms
Task Path,:domain:analytics-login:compileDebugKotlin,1926,1966,1904,1916,2269,2392,ms
Task Path,:domain:article-login:compileDebugKotlin,1833,1846,1807,1834,2177,2198,ms
Task Path,:domain:calendar-identity:kspDebugKotlin,1474,1546,1484,1483,1782,2040,ms
Task Path,:domain:calendar-login:kspDebugKotlin,1411,1479,1398,1483,1633,1873,ms
Task Path,:domain:calendar-identity:compileDebugKotlin,1812,1966,1745,1924,2174,2441,ms
Task Path,:domain:checkout-identity:kspDebugKotlin,1503,1473,1485,1477,1837,1788,ms
Task Path,:domain:cart-identity:kspDebugKotlin,1491,1431,1524,1426,1775,1742,ms
Task Path,:domain:calendar-login:compileDebugKotlin,1804,1868,1789,1805,2245,2360,ms
Task Path,:domain:comment-identity:kspDebugKotlin,1360,1353,1358,1318,1688,1670,ms
Task Path,:domain:cart-identity:compileDebugKotlin,1737,1713,1683,1657,2138,2185,ms
Task Path,:domain:checkout-identity:compileDebugKotlin,1778,1727,1718,1691,2201,2055,ms
Task Path,:domain:comment-identity:compileDebugKotlin,1759,1731,1758,1710,2106,2108,ms
Task Path,:domain:contact-identity:kspDebugKotlin,1318,1327,1325,1286,1624,1686,ms
Task Path,:domain:event-identity:kspDebugKotlin,1347,1329,1317,1256,1727,1698,ms
Task Path,:domain:document-login:kspDebugKotlin,1401,1389,1385,1372,1770,1737,ms
Task Path,:domain:event-login:kspDebugKotlin,1335,1348,1284,1299,1716,1695,ms
Task Path,:domain:contact-identity:compileDebugKotlin,1746,1757,1699,1709,2125,2137,ms
Task Path,:domain:event-identity:compileDebugKotlin,1604,1613,1560,1612,1864,1948,ms
Task Path,:domain:document-login:compileDebugKotlin,1667,1716,1630,1682,1957,2113,ms
Task Path,:domain:event-login:compileDebugKotlin,1635,1608,1608,1564,2023,1918,ms
Task Path,:domain:feed-identity:kspDebugKotlin,1327,1350,1312,1342,1622,1712,ms
Task Path,:domain:file-login:kspDebugKotlin,1250,1306,1250,1272,1573,1618,ms
Task Path,:domain:forecast-login:kspDebugKotlin,1302,1326,1255,1291,1663,1577,ms
Task Path,:domain:file-identity:kspDebugKotlin,1683,1715,1676,1718,2100,2047,ms
Task Path,:domain:feed-identity:compileDebugKotlin,1664,1677,1615,1646,2034,2020,ms
Task Path,:domain:forecast-login:compileDebugKotlin,1627,1702,1606,1677,2013,1992,ms
Task Path,:domain:file-login:compileDebugKotlin,1706,1775,1634,1750,2127,2110,ms
Task Path,:domain:file-identity:compileDebugKotlin,1614,1692,1586,1640,2037,1991,ms
Task Path,:domain:gallery-login:kspDebugKotlin,1351,1330,1321,1328,1668,1727,ms
Task Path,:domain:group-identity:kspDebugKotlin,1291,1362,1266,1374,1601,1754,ms
Task Path,:domain:identity-identity:kspDebugKotlin,1260,1294,1218,1310,1584,1553,ms
Task Path,:domain:list-login:kspDebugKotlin,1674,1678,1658,1643,1971,2033,ms
Task Path,:domain:gallery-login:compileDebugKotlin,1664,1674,1638,1735,2016,2082,ms
Task Path,:domain:group-identity:compileDebugKotlin,1677,1750,1671,1731,2098,2190,ms
Task Path,:domain:identity-identity:compileDebugKotlin,1731,1764,1641,1740,2102,2162,ms
Task Path,:domain:list-login:compileDebugKotlin,1680,1672,1606,1587,2166,2149,ms
Task Path,:domain:log-identity:kspDebugKotlin,1372,1329,1353,1366,1756,1664,ms
Task Path,:domain:log-login:kspDebugKotlin,1383,1351,1376,1283,1766,1704,ms
Task Path,:domain:location-identity:kspDebugKotlin,1756,1738,1760,1695,2187,2118,ms
Task Path,:domain:login-identity:kspDebugKotlin,1725,1686,1660,1624,2226,2242,ms
Task Path,:domain:log-login:compileDebugKotlin,1624,1618,1615,1586,1992,1951,ms
Task Path,:domain:log-identity:compileDebugKotlin,1676,1636,1640,1578,2064,1991,ms
Task Path,:domain:location-identity:compileDebugKotlin,1642,1610,1586,1569,2080,2046,ms
Task Path,:domain:login-identity:compileDebugKotlin,1619,1614,1549,1566,2055,1987,ms
Task Path,:domain:map-login:kspDebugKotlin,1346,1270,1334,1228,1721,1601,ms
Task Path,:domain:media-login:kspDebugKotlin,1607,1536,1575,1524,1966,1860,ms
Task Path,:domain:metric-identity:kspDebugKotlin,1205,1239,1189,1229,1463,1554,ms
Task Path,:domain:message-identity:kspDebugKotlin,1633,1621,1654,1563,1926,1870,ms
Task Path,:domain:map-login:compileDebugKotlin,1632,1665,1612,1631,2063,2007,ms
Task Path,:domain:media-login:compileDebugKotlin,1613,1693,1530,1657,2031,2098,ms
Task Path,:domain:metric-identity:compileDebugKotlin,1538,1583,1506,1590,1873,2003,ms
Task Path,:domain:message-identity:compileDebugKotlin,1583,1695,1542,1610,1969,2167,ms
Task Path,:domain:network-identity:kspDebugKotlin,1235,1295,1213,1290,1602,1599,ms
Task Path,:domain:news-login:kspDebugKotlin,1275,1326,1277,1267,1580,1656,ms
Task Path,:domain:metric-login:kspDebugKotlin,1570,1591,1508,1579,1980,1882,ms
Task Path,:domain:note-login:kspDebugKotlin,1251,1265,1258,1303,1545,1522,ms
Task Path,:domain:news-login:compileDebugKotlin,1704,1845,1703,1777,2094,2257,ms
Task Path,:domain:metric-login:compileDebugKotlin,1677,1686,1619,1583,2093,2167,ms
Task Path,:domain:note-login:compileDebugKotlin,1606,1646,1580,1597,1922,2125,ms
Task Path,:domain:network-identity:compileDebugKotlin,1761,1758,1709,1774,2128,2057,ms
Task Path,:domain:notification-identity:kspDebugKotlin,1307,1315,1268,1267,1660,1716,ms
Task Path,:domain:photo-login:kspDebugKotlin,1262,1202,1210,1154,1581,1588,ms
Task Path,:domain:playlist-login:kspDebugKotlin,1299,1205,1264,1216,1635,1463,ms
Task Path,:domain:podcast-login:kspDebugKotlin,1307,1267,1248,1192,1616,1638,ms
Task Path,:domain:notification-identity:compileDebugKotlin,1612,1624,1609,1571,1962,1899,ms
Task Path,:domain:photo-login:compileDebugKotlin,1679,1631,1621,1577,2080,2042,ms
Task Path,:domain:playlist-login:compileDebugKotlin,1600,1568,1552,1517,1946,1874,ms
Task Path,:domain:podcast-login:compileDebugKotlin,1506,1521,1451,1447,1837,1886,ms
Task Path,:domain:post-identity:kspDebugKotlin,1241,1209,1227,1184,1517,1584,ms
Task Path,:domain:post-identity:compileDebugKotlin,1592,1634,1558,1588,1954,1992,ms
Task Path,:domain:profile-identity:kspDebugKotlin,1556,1558,1506,1512,1974,1994,ms
Task Path,:domain:push-identity:kspDebugKotlin,1289,1267,1269,1231,1562,1635,ms
Task Path,:domain:report-identity:kspDebugKotlin,1284,1292,1253,1234,1614,1620,ms
Task Path,:domain:profile-identity:compileDebugKotlin,1597,1553,1544,1503,2047,1934,ms
Task Path,:domain:report-login:kspDebugKotlin,1184,1165,1222,1157,1393,1396,ms
Task Path,:domain:report-identity:compileDebugKotlin,1509,1545,1487,1521,1787,1900,ms
Task Path,:domain:push-identity:compileDebugKotlin,1639,1643,1620,1603,2010,2010,ms
Task Path,:domain:search-identity:kspDebugKotlin,1204,1229,1202,1211,1482,1530,ms
Task Path,:domain:report-login:compileDebugKotlin,1552,1549,1522,1547,1955,1838,ms
Task Path,:domain:search-identity:compileDebugKotlin,1421,1599,1425,1598,1691,1877,ms
Task Path,:domain:session-identity:kspDebugKotlin,1161,1210,1126,1197,1482,1467,ms
Task Path,:domain:setting-identity:kspDebugKotlin,1164,1249,1139,1233,1471,1533,ms
Task Path,:domain:share-identity:kspDebugKotlin,1152,1177,1141,1158,1387,1444,ms
Task Path,:domain:status-identity:kspDebugKotlin,1117,1177,1066,1179,1398,1469,ms
Task Path,:domain:setting-identity:compileDebugKotlin,1520,1599,1493,1607,1759,1832,ms
Task Path,:domain:session-identity:compileDebugKotlin,1548,1611,1529,1598,1796,1954,ms
Task Path,:domain:share-identity:compileDebugKotlin,1529,1551,1517,1505,1848,1759,ms
Task Path,:domain:status-identity:compileDebugKotlin,1582,1599,1565,1546,1994,1922,ms
Task Path,:domain:status-login:kspDebugKotlin,1195,1293,1190,1195,1479,1656,ms
Task Path,:domain:sync-identity:kspDebugKotlin,1247,1315,1223,1265,1564,1642,ms
Task Path,:domain:task-login:kspDebugKotlin,1207,1151,1159,1134,1570,1535,ms
Task Path,:domain:task-identity:kspDebugKotlin,1529,1573,1524,1558,1846,1954,ms
Task Path,:domain:sync-identity:compileDebugKotlin,1529,1508,1471,1506,1882,1802,ms
Task Path,:domain:status-login:compileDebugKotlin,1611,1615,1562,1624,1933,1978,ms
Task Path,:domain:task-login:compileDebugKotlin,1482,1544,1417,1551,1932,1840,ms
Task Path,:domain:task-identity:compileDebugKotlin,1489,1561,1487,1555,1849,1892,ms
Task Path,:domain:timer-identity:kspDebugKotlin,1200,1174,1165,1132,1554,1467,ms
Task Path,:domain:todo-login:kspDebugKotlin,1224,1195,1203,1138,1516,1518,ms
Task Path,:domain:user-identity:kspDebugKotlin,1177,1186,1168,1186,1508,1474,ms
Task Path,:domain:timer-login:kspDebugKotlin,1641,1617,1643,1620,2013,1988,ms
Task Path,:domain:timer-identity:compileDebugKotlin,1588,1572,1583,1540,1891,1864,ms
Task Path,:domain:todo-login:compileDebugKotlin,1552,1554,1500,1511,1831,1982,ms
Task Path,:domain:user-identity:compileDebugKotlin,1581,1647,1608,1579,1808,1931,ms
Task Path,:domain:timer-login:compileDebugKotlin,1525,1502,1489,1456,1800,1767,ms
Task Path,:domain:video-login:kspDebugKotlin,1153,1155,1103,1134,1477,1395,ms
Task Path,:domain:weather-login:kspDebugKotlin,1146,1178,1136,1153,1475,1526,ms
Task Path,:domain:video-login:compileDebugKotlin,1512,1557,1513,1565,1808,1850,ms
Task Path,:repository:document-checkout:kspDebugKotlin,1548,1543,1471,1468,1903,1880,ms
Task Path,:repository:event-checkout:kspDebugKotlin,1235,1140,1239,1146,1568,1437,ms
Task Path,:domain:weather-login:compileDebugKotlin,1452,1490,1406,1498,1741,1799,ms
Task Path,:repository:audio-identity:kspDebugKotlin,1581,1608,1535,1573,1950,1994,ms
Task Path,:repository:event-checkout:compileDebugKotlin,1480,1426,1458,1394,1814,1799,ms
Task Path,:repository:document-checkout:compileDebugKotlin,1528,1490,1535,1489,1831,1758,ms
Task Path,:repository:article-checkout:kspDebugKotlin,1245,1227,1185,1221,1575,1524,ms
Task Path,:repository:audio-identity:compileDebugKotlin,1575,1609,1558,1567,1837,1994,ms
Task Path,:repository:comment-checkout:kspDebugKotlin,1222,1238,1201,1225,1441,1591,ms
Task Path,:repository:article-checkout:compileDebugKotlin,1571,1585,1582,1600,2040,1997,ms
Task Path,:repository:comment-checkout:compileDebugKotlin,1467,1497,1471,1449,1816,1805,ms
Task Path,:repository:feed-checkout:kspDebugKotlin,1403,1490,1350,1462,1731,1827,ms
Task Path,:repository:file-checkout:kspDebugKotlin,1116,1204,1081,1206,1362,1486,ms
Task Path,:repository:forecast-checkout:kspDebugKotlin,1274,1341,1219,1295,1581,1715,ms
Task Path,:repository:forecast-identity:kspDebugKotlin,1176,1180,1148,1142,1484,1530,ms
Task Path,:repository:file-checkout:compileDebugKotlin,1609,1745,1560,1743,1982,2230,ms
Task Path,:repository:forecast-checkout:compileDebugKotlin,1608,1687,1544,1623,1989,2232,ms
Task Path,:repository:feed-checkout:compileDebugKotlin,1611,1634,1535,1575,2003,2125,ms
Task Path,:repository:forecast-identity:compileDebugKotlin,1486,1531,1456,1444,1997,2056,ms
Task Path,:repository:group-checkout:kspDebugKotlin,1019,1123,989,1115,1311,1544,ms
Task Path,:repository:list-checkout:kspDebugKotlin,1200,1215,1152,1160,1505,1606,ms
Task Path,:repository:log-checkout:kspDebugKotlin,1147,1219,1117,1197,1411,1447,ms
Task Path,:repository:identity-checkout:kspDebugKotlin,1538,1590,1507,1516,1897,2006,ms
Task Path,:repository:group-checkout:compileDebugKotlin,1474,1457,1388,1430,1913,1704,ms
Task Path,:repository:list-checkout:compileDebugKotlin,1636,1691,1543,1618,2083,2174,ms
Task Path,:repository:log-checkout:compileDebugKotlin,1585,1558,1530,1516,1978,1969,ms
Task Path,:repository:identity-checkout:compileDebugKotlin,1553,1610,1468,1517,2058,2151,ms
Task Path,:repository:message-checkout:kspDebugKotlin,1099,1129,1068,1089,1436,1403,ms
Task Path,:repository:metric-checkout:kspDebugKotlin,1188,1212,1150,1138,1518,1492,ms
Task Path,:repository:news-checkout:kspDebugKotlin,1220,1244,1193,1258,1489,1564,ms
Task Path,:repository:map-checkout:compileDebugKotlin,1341,1452,1323,1450,1549,1752,ms
Task Path,:repository:message-checkout:compileDebugKotlin,1609,1696,1585,1638,1980,2087,ms
Task Path,:repository:metric-checkout:compileDebugKotlin,1597,1629,1517,1571,2004,2070,ms
Task Path,:repository:news-checkout:compileDebugKotlin,1500,1491,1428,1441,1831,1945,ms
Task Path,:repository:news-identity:kspDebugKotlin,1190,1169,1143,1143,1503,1520,ms
Task Path,:repository:news-identity:compileDebugKotlin,1439,1490,1417,1453,1882,1948,ms
Task Path,:repository:photo-identity:kspDebugKotlin,1125,1184,1117,1108,1436,1531,ms
Task Path,:repository:podcast-checkout:kspDebugKotlin,1158,1211,1122,1164,1471,1574,ms
Task Path,:repository:podcast-identity:kspDebugKotlin,1510,1592,1435,1563,1913,1984,ms
Task Path,:repository:push-checkout:kspDebugKotlin,1117,1167,1111,1136,1419,1486,ms
Task Path,:repository:photo-identity:compileDebugKotlin,1552,1588,1497,1539,1846,1975,ms
Task Path,:repository:podcast-checkout:compileDebugKotlin,1579,1579,1547,1587,1924,1934,ms
Task Path,:repository:podcast-identity:compileDebugKotlin,1476,1437,1454,1386,1809,1767,ms
Task Path,:repository:push-checkout:compileDebugKotlin,1487,1478,1424,1452,1791,1878,ms
Task Path,:repository:search-checkout:kspDebugKotlin,1156,1237,1147,1198,1432,1554,ms
Task Path,:repository:session-checkout:kspDebugKotlin,1150,1207,1089,1201,1461,1528,ms
Task Path,:repository:report-checkout:kspDebugKotlin,1418,1469,1400,1444,1793,1926,ms
Task Path,:repository:setting-checkout:kspDebugKotlin,1184,1208,1181,1191,1511,1448,ms
Task Path,:repository:search-checkout:compileDebugKotlin,1569,1593,1566,1554,1911,1993,ms
Task Path,:repository:session-checkout:compileDebugKotlin,1570,1572,1555,1535,1817,1927,ms
Task Path,:repository:report-checkout:compileDebugKotlin,1480,1557,1425,1498,1827,1899,ms
Task Path,:repository:setting-checkout:compileDebugKotlin,1405,1445,1395,1482,1723,1791,ms
Task Path,:repository:share-checkout:kspDebugKotlin,1095,1108,1052,1062,1461,1350,ms
Task Path,:repository:task-checkout:kspDebugKotlin,1176,1191,1138,1175,1470,1448,ms
Task Path,:repository:share-checkout:compileDebugKotlin,1509,1558,1449,1531,1828,1852,ms
Task Path,:repository:timer-checkout:kspDebugKotlin,1237,1307,1180,1258,1632,1565,ms
Task Path,:repository:todo-checkout:kspDebugKotlin,1263,1307,1258,1274,1607,1590,ms
Task Path,:repository:task-checkout:compileDebugKotlin,1546,1577,1522,1526,1833,1964,ms
Task Path,:repository:timer-checkout:compileDebugKotlin,1530,1510,1497,1470,1958,1895,ms
Task Path,:repository:todo-checkout:compileDebugKotlin,1491,1459,1460,1399,1886,1909,ms
Task Path,:repository:video-checkout:kspDebugKotlin,1481,1481,1477,1446,1830,1887,ms
Task Path,:repository:video-identity:kspDebugKotlin,1158,1155,1150,1110,1465,1461,ms
Task Path,:repository:video-checkout:compileDebugKotlin,1559,1509,1542,1496,1903,1823,ms
Task Path,:repository:weather-identity:kspDebugKotlin,1250,1216,1219,1187,1599,1497,ms
Task Path,:repository:alarm-checkout:kspDebugKotlin,1341,1260,1307,1232,1606,1493,ms
Task Path,:repository:video-identity:compileDebugKotlin,1607,1593,1574,1564,1945,1916,ms
Task Path,:repository:analytics-checkout:kspDebugKotlin,1241,1302,1188,1285,1541,1619,ms
Task Path,:repository:weather-identity:compileDebugKotlin,1546,1527,1519,1489,1821,1796,ms
Task Path,:repository:alarm-checkout:compileDebugKotlin,1538,1550,1539,1525,1734,1830,ms
Task Path,:repository:calendar-checkout:kspDebugKotlin,1645,1716,1621,1720,2007,2046,ms
Task Path,:model:account-cart:kspDebugKotlin,1308,1347,1321,1323,1599,1644,ms
Task Path,:repository:analytics-checkout:compileDebugKotlin,1454,1546,1429,1521,1866,1878,ms
Task Path,:repository:gallery-identity:kspDebugKotlin,1229,1298,1224,1297,1618,1605,ms
Task Path,:repository:calendar-checkout:compileDebugKotlin,1453,1525,1431,1475,1776,1821,ms
Task Path,:model:account-cart:compileDebugKotlin,1544,1653,1530,1620,1783,1932,ms
Task Path,:repository:gallery-identity:compileDebugKotlin,1452,1573,1454,1543,1735,1893,ms
Task Path,:repository:list-identity:kspDebugKotlin,1157,1222,1100,1221,1567,1504,ms
Task Path,:repository:location-checkout:kspDebugKotlin,1182,1188,1136,1177,1508,1495,ms
Task Path,:repository:location-checkout:compileDebugKotlin,1558,1562,1534,1559,1934,1966,ms
Task Path,:repository:list-identity:compileDebugKotlin,1504,1528,1470,1504,1825,1884,ms
Task Path,:repository:login-checkout:kspDebugKotlin,1205,1248,1181,1217,1560,1559,ms
Task Path,:repository:media-identity:kspDebugKotlin,1166,1185,1155,1203,1457,1528,ms
Task Path,:repository:note-checkout:kspDebugKotlin,1075,1089,1047,1054,1351,1368,ms
Task Path,:repository:login-checkout:compileDebugKotlin,1490,1531,1447,1531,1854,1774,ms
Task Path,:repository:media-identity:compileDebugKotlin,1447,1461,1422,1457,1780,1741,ms
Task Path,:repository:network-checkout:kspDebugKotlin,1390,1355,1376,1288,1810,1588,ms
Task Path,:repository:note-checkout:compileDebugKotlin,1387,1398,1355,1419,1706,1626,ms
Task Path,:repository:network-checkout:compileDebugKotlin,1433,1410,1443,1404,1699,1637,ms
Task Path,:repository:playlist-identity:kspDebugKotlin,1157,1166,1128,1146,1367,1402,ms
Task Path,:repository:notification-checkout:kspDebugKotlin,1499,1459,1466,1461,1851,1709,ms
Task Path,:repository:post-checkout:kspDebugKotlin,1097,1086,1048,1050,1438,1336,ms
Task Path,:repository:sync-checkout:kspDebugKotlin,1168,1109,1151,1095,1444,1327,ms
Task Path,:repository:playlist-identity:compileDebugKotlin,1448,1416,1439,1376,1729,1628,ms
Task Path,:repository:notification-checkout:compileDebugKotlin,1416,1402,1390,1372,1683,1633,ms
Task Path,:repository:post-checkout:compileDebugKotlin,1407,1426,1363,1342,1719,1814,ms
Task Path,:repository:sync-checkout:compileDebugKotlin,1504,1546,1484,1491,1758,1929,ms
Task Path,:repository:user-checkout:kspDebugKotlin,1239,1241,1240,1219,1533,1538,ms
Task Path,:repository:contact-checkout:kspDebugKotlin,1310,1329,1324,1322,1657,1567,ms
Task Path,:repository:document-identity:kspDebugKotlin,1235,1255,1260,1281,1462,1529,ms
Task Path,:repository:note-identity:kspDebugKotlin,1282,1318,1240,1316,1582,1639,ms
Task Path,:repository:user-checkout:compileDebugKotlin,1578,1615,1529,1616,1966,1888,ms
Task Path,:repository:contact-checkout:compileDebugKotlin,1553,1588,1507,1544,1884,1942,ms
Task Path,:repository:note-identity:compileDebugKotlin,1587,1642,1543,1566,1896,2034,ms
Task Path,:repository:document-identity:compileDebugKotlin,1625,1723,1555,1664,2010,2106,ms
Task Path,:model:alarm-cart:kspDebugKotlin,1302,1358,1271,1322,1700,1722,ms
Task Path,:model:analytics-cart:kspDebugKotlin,1144,1162,1126,1139,1543,1467,ms
Task Path,:model:alarm-cart:compileDebugKotlin,1460,1551,1461,1495,1782,1951,ms
Task Path,:repository:account-checkout:kspDebugKotlin,1234,1281,1217,1258,1531,1637,ms
Task Path,:repository:article-identity:kspDebugKotlin,1157,1174,1131,1172,1459,1444,ms
Task Path,:model:analytics-cart:compileDebugKotlin,1489,1471,1447,1441,1832,1685,ms
Task Path,:repository:cart-checkout:kspDebugKotlin,1176,1147,1124,1104,1487,1481,ms
Task Path,:repository:article-identity:compileDebugKotlin,1406,1438,1385,1403,1700,1666,ms
Task Path,:repository:account-checkout:compileDebugKotlin,1467,1497,1438,1465,1793,1850,ms
Task Path,:repository:profile-checkout:kspDebugKotlin,1179,1162,1129,1154,1514,1423,ms
Task Path,:repository:cart-checkout:compileDebugKotlin,1477,1499,1450,1510,1875,1815,ms
Task Path,:repository:status-checkout:kspDebugKotlin,1102,1072,1051,1038,1428,1342,ms
