Category,Metric,varianta_main_4_workers Mean,variantb_kotlin_compiler_3_workers Mean,varianta_main_4_workers P50,variantb_kotlin_compiler_3_workers P50,varianta_main_4_workers P90,variantb_kotlin_compiler_3_workers P90,Unit
:app-nia-catalog:compileDebugKotlin,Start gradle worker,29.51,71.02,3,4,24,354,ms
:app-nia-catalog:compileDebugKotlin,Calculate output size,1.66,1.86,1,1,4,4,ms
:app-nia-catalog:compileDebugKotlin,Load current classpath snapshot,10.88,13.42,10,12,18,21,ms
:app-nia-catalog:compileDebugKotlin,Run compilation in Gradle worker,3051.52,3231.42,2993,3134,3678,4130,ms
:app-nia-catalog:compileDebugKotlin,Compiler IR generation,325.34,402.58,293,370,438,618,ms
:app-nia-catalog:compileDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:app-nia-catalog:compileDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Number of lines analyzed,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Number of lines for code generation,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Compiler IR lowering line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Compiler IR generation line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Compiler IR translation line number,408,408,408,408,408,408,
:app-nia-catalog:compileDebugKotlin,Size of classpath snapshot,7.9,7.9,8,8,8,8,MB
:app-nia-catalog:compileDebugKotlin,Number of cache misses when loading classpath entry snapshots,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Size of shrunk classpath snapshot,59.9,59.9,60,60,60,60,KB
:app-nia-catalog:compileDebugKotlin,Number of cache hits when loading classpath entry snapshots,56,56,56,56,56,56,
:app-nia-catalog:compileDebugKotlin,Analysis lines per second,453,448,428,436,597,613,
:app-nia-catalog:compileDebugKotlin,Code generation lines per second,677,579,652,564,893,793,
:app-nia-catalog:compileDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:app-nia-catalog:compileDebugKotlin,Total size of the cache directory,559.9,559.9,560,560,560,560,KB
:app-nia-catalog:compileDebugKotlin,Number of classpath entries,57,57,57,57,57,57,
:app-nia-catalog:compileDebugKotlin,Clear jar cache,2.4,3.42,2,2,5,5,ms
:app-nia-catalog:compileDebugKotlin,Save shrunk current classpath snapshot,3.0,2.88,2,3,6,4,ms
:app-nia-catalog:compileDebugKotlin,Clear output,6.0,3.0,3,3,19,3,ms
:app-nia-catalog:compileDebugKotlin,Write history file,2.0,2.33,2,3,2,3,ms
:app-nia-catalog:compileDebugKotlin,Clear outputs on rebuild,2.0,1.5,2,2,2,2,ms
:core:analytics:compileDemoDebugKotlin,Compiler code analysis,602.74,584.48,610,582,702,677,ms
:core:analytics:compileDemoDebugKotlin,Update caches,19.72,18.68,15,18,30,27,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering,260.2,230.58,251,228,331,284,ms
:core:analytics:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,361.96,212.76,353,213,483,263,ms
:core:analytics:compileDemoDebugKotlin,Spent time before task action,51.1,46.52,49,47,60,59,ms
:core:analytics:compileDemoDebugKotlin,Connect to Kotlin daemon,25.8,22.3,23,21,40,33,ms
:core:analytics:compileDemoDebugKotlin,Compiler initialization time,171.74,146.52,171,137,233,221,ms
:core:analytics:compileDemoDebugKotlin,Task action before worker execution,39.98,83.12,38,86,58,116,ms
:core:analytics:compileDemoDebugKotlin,Sources compilation round,2118.04,1912.4,2115,1895,2402,2089,ms
:core:analytics:compileDemoDebugKotlin,Run compilation,2712.32,2350.42,2711,2341,2984,2577,ms
:core:analytics:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,363.96,214.6,356,215,484,263,ms
:core:analytics:compileDemoDebugKotlin,Compiler code generation,418.66,401.08,398,397,538,470,ms
:core:analytics:compileDemoDebugKotlin,Incremental compilation in daemon,2668.3,2304.56,2678,2291,2938,2519,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR translation,913.66,767.9,916,761,1052,863,ms
:core:analytics:compileDemoDebugKotlin,Total Gradle task time,2936.08,2628.32,2938,2613,3220,2835,ms
:core:analytics:compileDemoDebugKotlin,Start gradle worker,3.8,3.3,4,3,8,6,ms
:core:analytics:compileDemoDebugKotlin,Calculate output size,3.28,3.38,3,3,7,8,ms
:core:analytics:compileDemoDebugKotlin,Store build info,2.75,4.0,2,4,6,4,ms
:core:analytics:compileDemoDebugKotlin,Load current classpath snapshot,249.16,94.78,245,85,340,144,ms
:core:analytics:compileDemoDebugKotlin,Run compilation in Gradle worker,2746.36,2381.28,2749,2363,3014,2609,ms
:core:analytics:compileDemoDebugKotlin,Clear jar cache,3.28,3.83,3,3,6,9,ms
:core:analytics:compileDemoDebugKotlin,Compiler IR generation,157.96,170.06,150,161,238,218,ms
:core:analytics:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Number of lines analyzed,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Number of lines for code generation,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Compiler IR lowering line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Compiler IR generation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Compiler IR translation line number,204,204,204,204,204,204,
:core:analytics:compileDemoDebugKotlin,Size of classpath snapshot,3.3,3.3,3,3,3,3,MB
:core:analytics:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,46,35,46,35,46,35,
:core:analytics:compileDemoDebugKotlin,Size of shrunk classpath snapshot,2.6,2.6,3,3,3,3,KB
:core:analytics:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,8,18,8,19,8,19,
:core:analytics:compileDemoDebugKotlin,Analysis lines per second,345,353,334,350,424,412,
:core:analytics:compileDemoDebugKotlin,Code generation lines per second,504,519,512,514,638,639,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileDemoDebugKotlin,Total size of the cache directory,535.7,535.7,536,536,536,536,KB
:core:analytics:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:analytics:compileDemoDebugKotlin,Clear output,2.5,,3,,4,,ms
:core:analytics:compileDemoDebugKotlin,Clear outputs on rebuild,3.67,,4,,6,,ms
:core:analytics:compileDemoDebugKotlin,Write history file,1.67,3.0,1,3,3,3,ms
:core:analytics:compileDemoDebugKotlin,Save shrunk current classpath snapshot,3.67,2.62,3,2,6,7,ms
:core:analytics:compileProdDebugKotlin,Compiler code analysis,308.3,368.7,303,313,419,557,ms
:core:analytics:compileProdDebugKotlin,Update caches,4.0,5.1,4,4,7,8,ms
:core:analytics:compileProdDebugKotlin,Compiler IR lowering,86.84,100.4,81,87,112,132,ms
:core:analytics:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,52.7,90.64,50,80,79,197,ms
:core:analytics:compileProdDebugKotlin,Spent time before task action,27.86,26.1,28,25,38,36,ms
:core:analytics:compileProdDebugKotlin,Connect to Kotlin daemon,13.28,20.38,11,12,19,33,ms
:core:analytics:compileProdDebugKotlin,Compiler initialization time,68.74,73.2,65,67,100,100,ms
:core:analytics:compileProdDebugKotlin,Task action before worker execution,24.72,25.66,24,25,36,36,ms
:core:analytics:compileProdDebugKotlin,Sources compilation round,837.4,974.56,807,886,1093,1367,ms
:core:analytics:compileProdDebugKotlin,Run compilation,994.04,1187.64,968,1109,1296,1712,ms
:core:analytics:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,54.34,92.14,52,82,80,198,ms
:core:analytics:compileProdDebugKotlin,Compiler code generation,135.2,174.58,127,142,169,284,ms
:core:analytics:compileProdDebugKotlin,Incremental compilation in daemon,972.66,1160.12,953,1081,1271,1684,ms
:core:analytics:compileProdDebugKotlin,Compiler IR translation,319.02,350.94,307,333,427,502,ms
:core:analytics:compileProdDebugKotlin,Total Gradle task time,1196.9,1400.22,1173,1302,1481,2024,ms
:core:analytics:compileProdDebugKotlin,Start gradle worker,32.0,25.36,2,3,103,54,ms
:core:analytics:compileProdDebugKotlin,Calculate output size,2.9,2.44,2,1,6,6,ms
:core:analytics:compileProdDebugKotlin,Load current classpath snapshot,12.2,31.84,10,31,16,48,ms
:core:analytics:compileProdDebugKotlin,Run compilation in Gradle worker,1011.56,1213.2,980,1140,1306,1778,ms
:core:analytics:compileProdDebugKotlin,Clear jar cache,2.19,2.67,1,2,5,5,ms
:core:analytics:compileProdDebugKotlin,Compiler IR generation,47.84,73.64,46,56,73,161,ms
:core:analytics:compileProdDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:analytics:compileProdDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Number of lines analyzed,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Number of lines for code generation,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Compiler IR lowering line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Compiler IR generation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Compiler IR translation line number,257,257,257,257,257,257,
:core:analytics:compileProdDebugKotlin,Size of classpath snapshot,4.6,4.6,5,5,5,5,MB
:core:analytics:compileProdDebugKotlin,Number of cache misses when loading classpath entry snapshots,3,21,3,29,3,29,
:core:analytics:compileProdDebugKotlin,Size of shrunk classpath snapshot,17.6,17.6,18,18,18,18,KB
:core:analytics:compileProdDebugKotlin,Number of cache hits when loading classpath entry snapshots,82,64,83,57,83,83,
:core:analytics:compileProdDebugKotlin,Analysis lines per second,881,793,849,822,1152,1080,
:core:analytics:compileProdDebugKotlin,Code generation lines per second,2128,1749,2023,1816,3052,2534,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:analytics:compileProdDebugKotlin,Total size of the cache directory,542.8,542.8,543,543,543,543,KB
:core:analytics:compileProdDebugKotlin,Number of classpath entries,86,86,86,86,86,86,
:core:analytics:compileProdDebugKotlin,Save shrunk current classpath snapshot,4.0,7.0,3,7,8,8,ms
:core:analytics:compileProdDebugKotlin,Clear output,6.0,,6,,6,,ms
:core:analytics:compileProdDebugKotlin,Store build info,1.0,3.75,1,4,1,6,ms
:core:common:compileKotlin,Compiler code analysis,833.42,1011.38,809,1016,1030,1139,ms
:core:common:compileKotlin,Update caches,9.38,11.9,8,11,15,18,ms
:core:common:compileKotlin,Compiler IR lowering,374.3,425.12,363,421,501,522,ms
:core:common:compileKotlin,Shrink current classpath snapshot non-incrementally,48.58,46.48,46,45,69,62,ms
:core:common:compileKotlin,Spent time before task action,23.48,24.32,23,23,37,33,ms
:core:common:compileKotlin,Connect to Kotlin daemon,22.52,32.16,23,27,33,52,ms
:core:common:compileKotlin,Compiler initialization time,150.06,181.02,145,176,200,247,ms
:core:common:compileKotlin,Task action before worker execution,15.86,18.98,16,18,23,26,ms
:core:common:compileKotlin,Sources compilation round,2059.96,2440.02,2035,2441,2329,2619,ms
:core:common:compileKotlin,Run compilation,2364.24,2758.62,2343,2762,2660,2962,ms
:core:common:compileKotlin,Shrink and save current classpath snapshot after compilation,50.68,48.14,49,47,73,65,ms
:core:common:compileKotlin,Compiler code generation,792.34,918.62,788,908,932,1074,ms
:core:common:compileKotlin,Incremental compilation in daemon,2321.96,2714.42,2299,2716,2626,2909,ms
:core:common:compileKotlin,Compiler IR translation,272.82,315.46,269,323,345,383,ms
:core:common:compileKotlin,Total Gradle task time,2532.82,2950.46,2515,2924,2851,3190,ms
:core:common:compileKotlin,Start gradle worker,7.5,3.69,2,3,9,8,ms
:core:common:compileKotlin,Calculate output size,2.78,4.42,2,4,6,9,ms
:core:common:compileKotlin,Load current classpath snapshot,32.7,28.98,30,29,54,37,ms
:core:common:compileKotlin,Run compilation in Gradle worker,2393.92,2797.76,2372,2796,2701,3008,ms
:core:common:compileKotlin,Save shrunk current classpath snapshot,3.46,2.43,3,2,6,5,ms
:core:common:compileKotlin,Clear jar cache,2.64,2.53,2,2,5,5,ms
:core:common:compileKotlin,Compiler IR generation,417.48,492.88,416,491,502,577,ms
:core:common:compileKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:common:compileKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:common:compileKotlin,Number of lines analyzed,148,148,148,148,148,148,
:core:common:compileKotlin,Number of lines for code generation,148,148,148,148,148,148,
:core:common:compileKotlin,Compiler IR lowering line number,148,148,148,148,148,148,
:core:common:compileKotlin,Compiler IR generation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Compiler IR translation line number,148,148,148,148,148,148,
:core:common:compileKotlin,Size of classpath snapshot,488.8,488.8,489,489,489,489,KB
:core:common:compileKotlin,Number of cache misses when loading classpath entry snapshots,8,8,8,8,8,8,
:core:common:compileKotlin,Size of shrunk classpath snapshot,5.1,5.1,5,5,5,5,KB
:core:common:compileKotlin,Number of cache hits when loading classpath entry snapshots,1,1,1,1,1,1,
:core:common:compileKotlin,Analysis lines per second,181,147,183,145,211,167,
:core:common:compileKotlin,Code generation lines per second,188,162,188,163,216,187,
:core:common:compileKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:common:compileKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:common:compileKotlin,Total size of the cache directory,499.4,499.4,499,499,499,499,KB
:core:common:compileKotlin,Number of classpath entries,9,9,9,9,9,9,
:core:common:compileKotlin,Write history file,4.0,4.33,4,5,5,6,ms
:core:common:compileKotlin,Clear output,1.5,6.0,2,6,2,6,ms
:core:common:compileKotlin,Clear outputs on rebuild,4.0,,4,,4,,ms
:core:common:compileKotlin,Store build info,1.5,5.5,2,6,2,6,ms
:core:data:compileDemoDebugKotlin,Compiler code analysis,2166.56,2581.54,2143,2592,2675,2905,ms
:core:data:compileDemoDebugKotlin,Update caches,28.48,29.26,28,29,44,40,ms
:core:data:compileDemoDebugKotlin,Compiler IR lowering,584.48,600.54,599,592,819,768,ms
:core:data:compileDemoDebugKotlin,Shrink current classpath snapshot non-incrementally,79.82,73.9,77,72,124,104,ms
:core:data:compileDemoDebugKotlin,Spent time before task action,53.82,49.62,38,44,66,61,ms
:core:data:compileDemoDebugKotlin,Connect to Kotlin daemon,19.56,25.72,18,21,26,34,ms
:core:data:compileDemoDebugKotlin,Compiler initialization time,83.88,86.56,85,80,113,109,ms
:core:data:compileDemoDebugKotlin,Task action before worker execution,39.7,56.22,36,44,50,57,ms
:core:data:compileDemoDebugKotlin,Sources compilation round,4610.02,4986.58,4950,4928,5814,5428,ms
:core:data:compileDemoDebugKotlin,Run compilation,5058.46,5381.72,5431,5332,6468,5815,ms
:core:data:compileDemoDebugKotlin,Shrink and save current classpath snapshot after compilation,88.8,79.92,84,79,136,113,ms
:core:data:compileDemoDebugKotlin,Compiler code generation,1998.0,1908.32,2264,1851,2899,2320,ms
:core:data:compileDemoDebugKotlin,Incremental compilation in daemon,4997.82,5320.04,5377,5251,6364,5775,ms
:core:data:compileDemoDebugKotlin,Compiler IR translation,347.38,395.08,331,386,462,502,ms
:core:data:compileDemoDebugKotlin,Total Gradle task time,8854.02,5729.64,7278,5649,13034,6197,ms
:core:data:compileDemoDebugKotlin,Start gradle worker,3426.88,4.14,299,3,9117,9,ms
:core:data:compileDemoDebugKotlin,Calculate output size,3.46,3.12,1,2,7,7,ms
:core:data:compileDemoDebugKotlin,Load current classpath snapshot,19.5,17.32,18,16,36,30,ms
:core:data:compileDemoDebugKotlin,Run compilation in Gradle worker,5086.2,5415.84,5459,5360,6498,5838,ms
:core:data:compileDemoDebugKotlin,Save shrunk current classpath snapshot,7.92,4.42,5,4,13,8,ms
:core:data:compileDemoDebugKotlin,Clear jar cache,4.54,2.57,4,2,7,5,ms
:core:data:compileDemoDebugKotlin,Compiler IR generation,1412.94,1307.3,1626,1266,2061,1625,ms
:core:data:compileDemoDebugKotlin,ABI snapshot size,49.0,49.0,49,49,49,49,B
:core:data:compileDemoDebugKotlin,Total compiler iteration,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of lines analyzed,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Number of lines for code generation,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Compiler IR lowering line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Compiler IR generation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Compiler IR translation line number,1484,1484,1484,1484,1484,1484,
:core:data:compileDemoDebugKotlin,Size of classpath snapshot,3.2,3.2,3,3,3,3,MB
:core:data:compileDemoDebugKotlin,Number of cache misses when loading classpath entry snapshots,6,6,6,6,6,6,
:core:data:compileDemoDebugKotlin,Size of shrunk classpath snapshot,109.0,109.0,109,109,109,109,KB
:core:data:compileDemoDebugKotlin,Number of cache hits when loading classpath entry snapshots,48,48,48,48,48,48,
:core:data:compileDemoDebugKotlin,Analysis lines per second,699,581,692,572,867,666,
:core:data:compileDemoDebugKotlin,Code generation lines per second,873,798,655,801,1391,980,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is loaded,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Number of times classpath snapshot is shrunk and saved after compilation,1,1,1,1,1,1,
:core:data:compileDemoDebugKotlin,Total size of the cache directory,668.6,668.6,669,669,669,669,KB
:core:data:compileDemoDebugKotlin,Number of classpath entries,54,54,54,54,54,54,
:core:data:compileDemoDebugKotlin,Store build info,5.0,16.0,6,16,6,16,ms
:core:data:compileDemoDebugKotlin,Clear outputs on rebuild,2.0,3.0,2,3,2,3,ms
:core:data:compileDemoDebugKotlin,Write history file,6.5,3.0,7,3,7,3,ms
:core:data:compileDemoDebugKotlin,Clear output,2.0,3.0,2,3,3,5,ms
:core:data:compileProdDebugKotlin,Compiler code analysis,1202.9,1265.72,1147,1249,1526,1627,ms
:core:data:compileProdDebugKotlin,Update caches,14.06,14.3,13,13,22,24,ms
:core:data:compileProdDebugKotlin,Compiler IR lowering,295.4,314.0,282,301,382,454,ms
:core:data:compileProdDebugKotlin,Shrink current classpath snapshot non-incrementally,41.44,37.78,38,37,63,57,ms
:core:data:compileProdDebugKotlin,Spent time before task action,61.9,41.76,25,26,212,70,ms
:core:data:compileProdDebugKotlin,Connect to Kotlin daemon,13.18,14.86,11,12,22,27,ms
:core:data:compileProdDebugKotlin,Compiler initialization time,54.02,61.4,48,48,69,95,ms
:core:data:compileProdDebugKotlin,Task action before worker execution,42.5,34.78,31,31,48,43,ms
:core:data:compileProdDebugKotlin,Sources compilation round,2296.6,2455.4,2258,2445,2839,3012,ms
:core:data:compileProdDebugKotlin,Run compilation,2559.78,2669.66,2529,2681,3220,3284,ms
:core:data:compileProdDebugKotlin,Shrink and save current classpath snapshot after compilation,44.24,41.08,42,40,65,60,ms
:core:data:compileProdDebugKotlin,Compiler code generation,818.74,899.26,809,893,1062,1228,ms
:core:data:compileProdDebugKotlin,Write history file,4.0,6.0,3,6,8,6,ms
:core:data:compileProdDebugKotlin,Incremental compilation in daemon,2511.4,2638.44,2475,2639,3115,3226,ms
:core:data:compileProdDebugKotlin,Compiler IR translation,211.36,219.16,192,219,295,301,ms
:core:data:compileProdDebugKotlin,Total Gradle task time,3422.46,3486.54,3214,3413,4485,4546,ms
:core:data:compileProdDebugKotlin,Start gradle worker,462.32,250.31,31,8,2160,764,ms
:core:data:compileProdDebugKotlin,Calculate output size,2.2,2.12,1,1,4,6,ms
:core:data:compileProdDebugKotlin,Load current classpath snapshot,9.34,10.64,9,10,14,16,ms
